OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
230,Kroger Pharmacy 734,Pharmacy,,,League City ,,250 S EGRET BAY BLVD ,77573,29.5198121653864,-95.0758447763251,12,0,0,0,0,12,0,,,,04/15/2021      ,08:05:00        ,-95.075845,29.519812
231,Kroger Pharmacy 398,Pharmacy,,,League City,,2750 E League City PKWY,77573,29.5079735231247,-95.0414925030416,24,0,0,0,115,139,0,,,,04/15/2021      ,08:05:00        ,-95.041493,29.507974
232,Kroger Pharmacy 397,Pharmacy,,8011 W Grand Pkwy S,Richmond,Fort Bend,8011 W Grand Pkwy S,77407,29.6639329845383,-95.7379829863729,6,11,0,0,100,117,0,(281) 341-2761,http://www.kroger.com/stores/details/034/00397?cid=loc_03400397PP_gmb,,04/15/2021      ,08:05:00        ,-95.737983,29.663933
233,Kroger Pharmacy 385,Pharmacy,,16400 El Camino Real,Houston,Harris,16400 El Camino Real,77062,29.5589571071597,-95.1242390811092,0,20,0,0,0,20,0,(281) 286-8364,http://www.kroger.com/stores/details/034/00385?cid=loc_03400385PP_gmb,,04/15/2021      ,08:05:00        ,-95.124239,29.558957
234,Kroger Pharmacy 375,Pharmacy,,11565 State Hwy 6 South,Sugar Land,Fort Bend,11565 State Hwy 6 South,77478,29.6480352510492,-95.6512821824848,0,0,0,80,50,50,80,(281) 340-1504,http://www.kroger.com/stores/details/034/00375?cid=loc_03400375PP_gmb,,04/15/2021      ,08:05:00        ,-95.651282,29.648035
235,Kroger Pharmacy 347,Pharmacy,,9303 Hwy 6 South,Houston,Harris,9303 Hwy 6 South,77083,29.6786343817034,-95.643535952849,0,100,0,0,0,100,0,(713) 474-2111,http://www.kroger.com/stores/details/034/00347?cid=loc_03400347PP_gmb,,04/15/2021      ,08:05:00        ,-95.643536,29.678634
236,Kroger Pharmacy 343,Pharmacy,,8323 Broadway St,Pearland,Brazoria,8323 Broadway St,77581,29.5590729031522,-95.3491304886291,0,0,0,0,50,50,0,(281) 997-6500,http://www.kroger.com/stores/details/029/00343?cid=loc_02900343PP_gmb,,04/15/2021      ,08:05:00        ,-95.34913,29.559073
237,Kroger Pharmacy 321,Pharmacy,,3100 Hwy 35,Alvin,Brazoria,3100 Hwy 35,77511,29.3985214957587,-95.247541810787,0,0,0,0,180,180,0,(281) 388-3403,http://www.kroger.com/stores/details/034/00321?cid=loc_03400321PP_gmb,,04/15/2021      ,08:05:00        ,-95.247542,29.398521
238,Kroger Pharmacy 320,Pharmacy,,4825 Sweetwater Blvd,Sugar Land,Fort Bend,4825 Sweetwater Blvd,77479,29.5863645056197,-95.6323654743065,50,60,0,0,0,110,0,(281) 494-6555,http://www.kroger.com/stores/details/011/00320?cid=loc_01100320PP_gmb,,04/15/2021      ,08:05:00        ,-95.632365,29.586365
239,Kroger Pharmacy 313,Pharmacy,,,Houston,,10306 S Post Oak Rd, 77035,29.6695600043408,-95.4636869607085,0,30,1,0,0,30,1,,,,04/15/2021      ,08:05:00        ,-95.463687,29.66956
240,Kroger Pharmacy 308,Pharmacy,,,Pearland ,Brazoria,11003 Shadow Creek PWY,77584,29.5832555865591,-95.3898827453678,0,0,0,0,85,85,0,281-669-1250,,,04/15/2021      ,08:05:00        ,-95.389883,29.583256
241,Kroger Pharmacy 302,Pharmacy,,5730 Seawall Blvd,Galveston,Galveston,5730 Seawall Blvd,77551,29.2687283600529,-94.82277614634,108,0,0,0,0,108,0,(409) 741-9091,http://www.kroger.com/stores/details/034/00302?cid=loc_03400302PP_gmb,,04/15/2021      ,08:05:00        ,-94.822776,29.268728
242,Kroger Pharmacy 300,Pharmacy,,1950 El Dorado Blvd,Houston,Harris,1950 El Dorado Blvd,77062,29.5782270187411,-95.1215090114258,0,80,0,0,20,100,0,(281) 480-7092,http://www.kroger.com/stores/details/016/00522?cid=loc_01600522PP_gmb,,04/15/2021      ,08:05:00        ,-95.121509,29.578227
243,Kroger Pharmacy 264,Pharmacy,,,Pearland ,,3245 East Broadway (F.M. 518,77581,29.5602232026212,-95.2713100742043,0,10,0,0,150,160,0,,,,04/15/2021      ,08:05:00        ,-95.27131,29.560223
244,Kroger Pharmacy 256,Pharmacy,,1804 N Velasco St,Angleton,Brazoria,1804 N Velasco St,77515,29.1827026537057,-95.4329200670943,0,0,0,180,305,305,180,(979) 849-5460,http://www.kroger.com/stores/details/016/00538?cid=loc_01600538PP_gmb,,04/15/2021      ,08:05:00        ,-95.43292,29.182703
245,Kroger Pharmacy 241,Pharmacy,,,Dickinson ,,3410 Gulf Fwy ,77539,29.4500258726597,-95.0795036895508,0,0,0,0,70,70,0,,,,04/15/2021      ,08:05:00        ,-95.079504,29.450026
246,Kroger Pharmacy 156,Pharmacy,,6322 Telephone Rd,Houston,Harris,6322 Telephone Rd,77087,29.6756243983634,-95.2899220657025,0,0,0,0,50,50,0,(713) 644-1815,http://www.kroger.com/stores/details/034/00156?cid=loc_03400156PP_gmb,,04/15/2021      ,08:05:00        ,-95.289922,29.675624
247,Kroger Pharmacy 149,Pharmacy,,800 N Dixie Dr,Clute,Brazoria,800 N Dixie Dr,77531,29.0384250781679,-95.4222465843995,0,0,0,0,220,220,0,(979) 529-4392,,,04/15/2021      ,08:05:00        ,-95.422247,29.038425
248,Kroger Pharmacy 131,Pharmacy,,,Sugar Land ,,18861 University Blvd ,77479,29.5515970445571,-95.5842350453687,0,80,0,0,100,180,0,(832) 342-9649,,,04/15/2021      ,08:05:00        ,-95.584235,29.551597
249,Kroger Pharmacy 108,Pharmacy,,,Texas City ,,3541 Palmer @ Hwy. 146 ,77590,29.3936297976527,-94.9494116318808,0,0,0,0,115,115,0,,,,04/15/2021      ,08:05:00        ,-94.949412,29.39363
250,Kroger Pharmacy 010,Pharmacy,,24401 Brazos Town Xing,Rosenberg,Fort Bend,24401 Brazos Town Xing,77471,29.5429645616293,-95.7512495274427,96,0,0,200,0,96,200,(281) 232-1237,http://www.kroger.com/stores/details/034/00010?cid=loc_03400010PP_gmb,,04/15/2021      ,08:05:00        ,-95.75125,29.542965
251,KROGER PHARMACY 009,Federal Allocation,,,FRESNO,,10250 STATE HIGHWAY 6,77545,29.529845996266,-95.5110288453694,0,10,198,0,225,235,198,,,,04/15/2021      ,08:05:00        ,-95.511029,29.529846
252,Carvajal Pharmacy-San Antonio-3410 Roosevelt Ave ,Pharmacy,,3410 Roosevelt Ave,San Antonio,Bexar,"3410 Roosevelt Avenue, San Antonio, Texas 78214",78214,29.35837,-98.48091,0,800,0,0,0,800,0,210-922-2176,https://www.carvajalpharmacy.com/,,04/17/2021      ,09:37:46        ,-98.48091,29.35837
253,Walgreens Pharmacy 11513,Pharmacy,,,,,"5011 W SLAUGHTER LN Austin, TX 78749",,30.1990544889205,-97.8634390797613,0,0,0,0,100,100,0,(512) 292-1340,https://www.walgreens.com/locator/walgreens-5011+w+slaughter+ln-austin-tx-78749/id=11513,,04/06/2021      ,15:12:45        ,-97.863439,30.199054
254,Summerwood Pharmacy,Federal Allocation,,13176 W Lake Houston Pkwy Ste1,Houston,Harris,13176 W Lake Houston Pkwy Ste1,77044,29.9240255689583,-95.188217618847,0,190,0,0,0,190,0,(281) 225-4300,https://summerwoodrx.com/,,04/16/2021      ,15:34:34        ,-95.188218,29.924026
255,Tyler family circle of care- Broadway,Community Clinic,,2990 N Broadway Ave,Tyler,Smith,"2990 North Broadway Avenue, Tyler, TX, USA",75702,32.3790515,-95.303055,0,100,0,0,0,100,0,(903) 593-1892,,,04/16/2021      ,10:37:04        ,-95.303055,32.379052
256,Cleveland Pharmacy,Federal Allocation,,111 S.william Barnett Ave,Cleveland,Liberty,111 S WILLIAM BARNETT AVE Cleveland 77327,77327,30.3406081291667,-95.0854416305188,0,220,0,0,0,220,0,,,,04/16/2021      ,10:30:26        ,-95.085442,30.340608
257,Shepherd Pharmacy,Other,,,Shepherd,San Jacinto,11011 Hwy 150,77371,30.497,-94.994986,0,50,0,0,0,50,0,(936) 628-2099,http://www.localpharmacyrx.com/,,04/16/2021      ,09:11:22        ,-94.994986,30.497
258,City of South Houston EMS,Other,,506 Georgia Avenue,South Houston,Harris,506 GEORGIA ST,77587,29.6655298,-95.2389224,0,148,0,0,0,148,0,,,,04/15/2021      ,12:10:03        ,-95.238922,29.66553
259,"Emergency Hospital Systems, LLC",Vaccine Hub,,,Cleveland,Liberty,300 E. Crockett Street,77327,30.3419162,-95.085492,2886,0,1278,0,0,2886,1278,281-592-5410     281-592-5400,www.emergencyhospitals.care,,04/16/2021      ,20:32:13        ,-95.085492,30.341916
260,Collegiate Academy Teen Health Center,Other,,7100 Stewart Rd Rm 177b,Galveston,Galveston,7100 STEWART RD RM 177B GALVESTON 77551,77551,29.265245609728,-94.8389001612275,0,80,0,0,0,80,0,,,,04/12/2021      ,10:15:31        ,-94.8389,29.265246
261,CHRISTUS GOOD SHEPHERD - LONGVIEW,Vaccine Hub,G,700 E Marshall Ave, Longview,Gregg,"700 E Marshall Ave, Longview, TX, 75601",75601,32.501452,-94.73146,7160,190,12610,200,0,7350,12810,903-315-2000,https://www.christushealth.org/vaccine,,04/15/2021      ,21:29:44        ,-94.73146,32.501452
262,Lotus Pharmacy,Federal Allocation,,8200 Wilcrest Ste 8,Houston,Harris,8200 Wilcrest Ste 8,77072,29.6892518,-95.5742133,0,50,0,0,85,135,0,,,,04/16/2021      ,16:53:11        ,-95.574213,29.689252
263,"Oncology Consultants, PA",Other,,,Houston,,2130 W HOLCOMBE BLVD STE 1000 ,77030,29.7067446141593,-95.4085324615365,0,250,0,0,0,250,0,,,,04/15/2021      ,15:45:30        ,-95.408532,29.706745
264,Lhd Hays County Health Department Re,Vaccine Hub,,broadway,san marcos,bexar,401 Broadway St Ste A,78666,29.8616713304617,-97.9424713466867,0,0,0,0,0,0,0,512-393-5520,https://hayscountytx.com/departments/local-health-department/,,04/15/2021      ,13:42:28        ,-97.942471,29.861671
265,AHF Pharmacy 2409,Pharmacy,,Stemmons,Dallas,Dallas,2600 N Stemmons Fwy Ste 141A,TX,32.8081234,-96.840795,0,0,0,0,100,100,0,,,,04/15/2021      ,15:31:12        ,-96.840795,32.808123
266,Healthcare Associates Of Southlake,Medical Practice,,2106 East State Hwy 114,Southlake,Tarrant,2106 East State Hwy 114,76092,32.9444894988119,-97.1195917022984,0,0,0,0,200,200,0,(817) 310-0421,https://healthcareassociates.com/location/southlake/,,04/15/2021      ,12:31:42        ,-97.119592,32.944489
267,Fresenius West Plano,Other,,4405 Tradition Trail,Plano,Collin,4405 Tradition Trail,75093,33.0129855,-96.7824442,0,20,0,0,0,20,0,(972) 943-7656,,,04/16/2021      ,13:35:41        ,-96.782444,33.012986
268,Kelsey Seybold Ft Bend Diagnostic Ctr,Medical Practice,,11555 University Blvd,Sugar Land,Fort Bend,11555 University Blvd,77478,29.6106819154744,-95.6417237015634,2022,0,0,0,80,2102,0,(713) 442-9100,https://www.kelsey-seybold.com/find-a-location/fort-bend-medical-and-diagnostic-center,,04/16/2021      ,08:10:19        ,-95.641724,29.610682
269,Blinn College,Other,,2423 Blinn Blvd,Bryan,Brazos,2423 BLINN BLVD Bryan 77802,77805,30.6632658150225,-96.3520747881856,0,790,0,0,0,790,0,,,,04/16/2021      ,12:27:31        ,-96.352075,30.663266
270,Moore County Family Health Clinic,Community Clinic,,110 S Bliss Ave,Dumas,Moore,110 S Bliss Ave,79029,35.8649127305788,-101.971851476455,0,200,1170,200,0,200,1370,(806) 935-1900,http://www.moorecountyclinic.com/,,04/16/2021      ,09:50:07        ,-101.971851,35.864913
271,LIFECARE HOSPITAL - FORT WORTH,Hospital,E,6201 Overton Ridge Blvd, Fort Worth,Tarrant,"6201 Overton Ridge Blvd, Fort Worth, TX, 76132",76132,32.6793,-97.42126,0,0,0,30,0,0,30,(817) 222-8300,http://www.lifecare-health.com/,,04/12/2021      ,16:36:01        ,-97.42126,32.6793
272,SCOTTS PHARMACY,Federal Allocation,,211 E Coke Rd,Winnsboro,Wood,211 E COKE RD WINNSBORO 75494,75494,32.9497135551975,-95.2912050844361,0,0,0,0,190,190,0,,,,04/17/2021      ,11:47:21        ,-95.291205,32.949714
273,Walgreens Pharmacy 15320,Pharmacy,,,Houston,,4101 Greenbriar Drive, 77098,,,0,0,0,0,100,100,0,,,,04/15/2021      ,14:24:42        ,,
274,CHRISTUS ST. MICHAEL - ATLANTA,Hospital,F,1007 S William St,Atlanta,Cass,1007 S William St,75551,33.1056179912321,-94.1633299897254,0,100,0,0,95,195,0,(903) 799-3000,https://www.christushealth.org/st-michael-atlanta?utm_source=organic&utm_medium=GMB&utm_campaign=website,,04/16/2021      ,11:34:54        ,-94.16333,33.105618
275,The Pediatric Care Center - Rio Grande City,Community Clinic,,,Rio Grande ,Starr,1673 E San Benito St,78582,26.3780489368399,-98.8031958938447,0,0,0,0,125,125,0,(956) 263-1830,,,04/16/2021      ,12:14:39        ,-98.803196,26.378049
276,"ASKE Solutions, LLC",Other,,N. US Hwy 183,Loockhart,,4001 N US HIGHWAY 183 Lockhart 78644,78644,29.9311433,-97.6734823,0,330,0,0,0,330,0,512-481-2753,,,04/16/2021      ,09:11:49        ,-97.673482,29.931143
277,Wellness Pointe-Kilgore 040545,Community Clinic,,,Kilgore,,1711 S Henderson Blvd Ste 400,75662,32.373062,-94.8701751,0,90,0,0,0,90,0,(903) 212-2610,covidkilgore@wellnesspointe.org,,04/09/2021      ,06:02:32        ,-94.870175,32.373062
278,ST. JOSEPH MEDICAL CENTER,Hospital,Q,1401 St Joseph Pkwy,Houston,Harris,1401 St Joseph Pkwy,77002,29.7481423448244,-95.3667231414588,17,932,0,0,2045,2994,0,713-757-1000,https://www.sjmctx.org/,,04/17/2021      ,15:37:18        ,-95.366723,29.748142
279,Family Circle of Care Athens,Community Clinic,,1001 N. Palestine Street,Athens,Henderson,1001 North Palestine Street,75751,32.2180694,-95.8537048,0,20,0,20,0,20,20,9035359041,,,04/16/2021      ,17:21:03        ,-95.853705,32.218069
280,Kelsey Seybold Clinic - Cypress,Community Clinic,,13105 Wortham Center Drive,Houston,Harris,13105 Wortham Center Drive,77065,29.9195063430365,-95.6149808663704,0,0,0,0,155,155,0,713-442-4000,,,04/08/2021      ,17:26:59        ,-95.614981,29.919506
281,Advanced Pharmacy Services - Stafford,Federal Allocation,Q,"12503 Exchange Drive, Suite # 536",Stafford,Fort Bend,"12503 Exchange Drive, Suite # 536",77477,29.6359149,-95.5925003,918,0,0,0,100,1018,0,,,,04/15/2021      ,13:49:25        ,-95.5925,29.635915
282,DEL SOL MEDICAL CENTER,Hospital,I,10301 Gateway Blvd W,El Paso,El Paso,10301 Gateway Blvd W,79925,31.7560467132164,-106.350195261813,0,0,6,110,0,0,116,915.263.6696,https://laspalmasdelsolhealthcare.com/covid-19/covid-19-vaccine-information/,,04/17/2021      ,08:36:31        ,-106.350195,31.756047
283,UTHEALTH RGV Family Health,Vaccine Hub,,2810 W Expressway 83,Mercedes,Hidalgo,2810 W Expressway 83,78570,26.1638143873683,-97.8495313651054,0,0,0,0,0,0,0,(956) 296-1831,https://uthealthrgv.org/locations/uthealthrgv-knapp-family-health-center/,,03/24/2021      ,19:57:39        ,-97.849531,26.163814
284,DSHS - Bee County / Beeville,Local Health Department,,1770 W Corpus Christi St,Beeville,Bee,"1770 West Corpus Christi Street, Beeville, TX, USA",78102,28.3944633,-97.7670573,0,0,0,200,0,0,200,,,,04/15/2021      ,16:06:54        ,-97.767057,28.394463
285,Crossover Health Medical Group- Spring,Medical Practice,,Hardy Toll Road,Spring,Texas,28420 E Hardy Rd,77373,30.1050606,-95.423176,0,190,0,0,0,190,0,,,,04/15/2021      ,11:27:14        ,-95.423176,30.105061
286,CLAY COUNTY MEMORIAL HOSPITAL,Hospital,C,310 W South St,Henrietta,Clay,310 W South St,76365,33.8139990089276,-98.1975530140283,0,0,0,0,905,905,0,(940) 538-5621,https://www.ccmhospital.com/,,04/15/2021      ,07:27:17        ,-98.197553,33.813999
287,Nuestra Clinica Del Valle Women Health Clinic,Other,,803 W 3rd Street,San Juan,Hidalgo,803 W 3rd Street,78589,26.1934402471384,-98.1650840164532,0,0,0,0,100,100,0,+1 956 782 2131,http://www.nuestraclinicadelvalle.org/,,04/16/2021      ,09:28:22        ,-98.165084,26.19344
288,Harris County Public Health,Vaccine Hub,,2223 W Loop S,Houston,Harris,2223 W Loop South,77027,29.744195700504,-95.4569182430658,0,0,0,0,0,0,0,832-927-8787,https://vacstrac.hctx.net,,04/16/2021      ,07:16:54        ,-95.456918,29.744196
289,Mesquite ISD Health Services,Other,,3819 Towne Crossing Blvd,Mesquite,Dallas,"3819 Towne Crossing Boulevard, Mesquite, TX, USA",75150,32.8170591,-96.6314539,0,200,0,0,0,200,0,,,,04/16/2021      ,14:23:42        ,-96.631454,32.817059
290,Tower Medic Pharmacy,Federal Allocation,,607 West Magnolia,Fort Worth,Tarrant,607 West Magnolia,76104,,,0,88,0,0,450,538,0,,,,04/16/2021      ,08:29:39        ,,
291,DMS PHARMACY LLC,Pharmacy,,305 E Euclid Avenue,San Antonio,Bexar,305 E EUCLID AVE STE 104 San Antonio 78212,78212,29.4388277144023,-98.4923392305345,0,80,0,0,0,80,0,,,,04/15/2021      ,16:26:45        ,-98.492339,29.438828
292,CONCHO COUNTY HOSPITAL,Hospital,K,614 Eaker St, Eden,Concho,"614 Eaker St, Eden, TX, 76837",76837,31.220884,-99.84772,0,10,0,100,30,40,100,(325) 869-5911,http://www.conchocounty.hospital/,,04/16/2021      ,13:54:02        ,-99.84772,31.220884
293,DOCTORS HOSPITAL OF LAREDO,Hospital,T,10700 Mcpherson Rd,Laredo,Webb,"10700 McPherson, Laredo, TX, 78045",78045,27.648832,-99.53371,0,620,0,0,0,620,0,(956) 523-2000,https://www.doctorshosplaredo.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,04/09/2021      ,12:38:39        ,-99.53371,27.648832
294,Kickapoo Tribe - Eagle Pass,Federal Allocation,,,Eagle Pass,Maverick,2212 Rosita Valley Road,78852,28.6176254102918,-100.43353503863,0,1460,0,0,0,1460,0,,,,04/12/2021      ,16:51:01        ,-100.433535,28.617625
295,Discovery Medical Network LLC,Other,,,Sweetwater,Nolan,301 Jenny George Lane,79556,32.4530975892502,-100.396353677274,0,70,0,0,0,70,0,,,,04/16/2021      ,14:10:29        ,-100.396354,32.453098
296,Austin Regional Clinic Sendero Springs,Medical Practice,,1025 Sendero Springs Dr Ste 120,Round Rock,Williamson,1025 Sendero Springs Dr Ste 120,78681,30.5496002481798,-97.738114533833,0,0,0,0,240,240,0,(737) 220-7500,https://www.austinregionalclinic.com/clinics/arc-sendero-springs,,04/16/2021      ,09:54:42        ,-97.738115,30.5496
297,benzer Tx3 Llc,Federal Allocation,,North Galloway Ave,Mesquite,Dallas,1320 North Galloway Ave Suite 102,75149,32.7815313452213,-96.600182318264,0,70,0,0,0,70,0,,,,04/17/2021      ,13:55:15        ,-96.600182,32.781531
298,Vina Pharmacy,Pharmacy,,11207 N LAMAR BLVD,Austin,,11207 N LAMAR BLVD # A Austin 78753,78753,30.3812461372579,-97.6862578878872,0,0,0,0,155,155,0,,,,04/17/2021      ,10:25:17        ,-97.686258,30.381246
299,Walgreens Pharmacy 09123,Pharmacy,,6905 Wesley St,Greenville,Hunt,"6905 Wesley Street, Greenville, TX, USA",75402,33.0990794,-96.1090524,150,150,0,0,100,400,0,,,,04/17/2021      ,09:34:02        ,-96.109052,33.099079
300,Dept of Public Health - Lamar County / Paris,Vaccine Hub,,400 W Sherman St,Paris,Lamar,400 W Sherman St,75460,33.6572812689099,-95.5602262210132,0,1400,0,480,650,2050,480,(903) 785-4561,http://www.parislamarhealth.com/,,04/16/2021      ,20:00:45        ,-95.560226,33.657281
301,Brookshires Pharmacy 50,Pharmacy,,200 W Us Highway 80,White Oak,Gregg,200 W Us Highway 80,75693,32.5209833041395,-94.8633375926239,0,90,0,0,0,90,0,(903) 297-9896,https://www.brookshires.com/covid-19-information,,04/17/2021      ,15:11:37        ,-94.863338,32.520983
302,Exxonmobil Medical Clinic,Community Clinic,,2250 Grove Street,Beaumont,Jefferson ,2250 Grove Street,77701,30.079732359708,-94.0923757187277,0,0,0,0,200,200,0,,,,04/16/2021      ,07:13:58        ,-94.092376,30.079732
303,Family Healthcare Associates Richardson,Other,,,Richardson,,2821 E PRESIDENT GEORGE BUSH HWY Richardson 75082,75082,33.0720139949135,-96.6483102293958,0,40,0,0,0,40,0,,,,04/16/2021      ,10:14:04        ,-96.64831,33.072014
304,Walgreens Pharmacy 04839,Pharmacy,,,Katy ,,2010 S Fry Rd ,77450,,,0,90,0,0,0,90,0,,,,04/17/2021      ,17:17:36        ,,
305,Walgreens Pharmacy 09126,Pharmacy,,2602 Fort Worth Ave,Dallas,Dallas,"2602 Fort Worth Avenue, Dallas, TX, USA",75211,32.7577497,-96.8644604,0,0,0,0,100,100,0,214-941-0926,https://www.walgreens.com/locator/walgreens-2602+fort+worth+ave-dallas-tx-75211/id=9126,,04/17/2021      ,17:49:20        ,-96.86446,32.75775
306,AHF Pharmacy,Federal Allocation,,,Houston,Harris,1435 Westheimer Rd,77006,29.74255,-95.3973,0,0,0,0,100,100,0,,,,04/17/2021      ,14:05:01        ,-95.3973,29.74255
307,Walgreens Pharmacy 07491,Pharmacy,,,,,"6802 S FRY RD Katy, TX 77494",,29.7153474343261,-95.7746821603457,468,0,0,0,0,468,0,(281) 392-0077,https://www.walgreens.com/locator/walgreens-6802+s+fry+rd-katy-tx-77494/id=7491,,04/17/2021      ,17:59:46        ,-95.774682,29.715347
308,Hope Clinic Aldine,Federal Allocation,,"3000 Aldine Mail Route Rd, 200",Houston,Harris,"3000 Aldine Mail Route Rd, 200",77039,29.9020475,-95.3433679,0,100,0,100,0,100,100,713-773-0803,,,04/15/2021      ,11:27:22        ,-95.343368,29.902048
309,Family Circle of Care-Jacksonville,Community Clinic,,510 E Commerce St,Jacksonville,Cherokee,510 East Commerce St,75766,31.9653713,-95.2697089,0,89,0,0,35,124,0,(903) 535-9041,,,04/15/2021      ,08:21:17        ,-95.269709,31.965371
310,Tyler Care Clinic,Other,,Troup Hwy,Tyler,Smith,4519 Troup Hwy,75703,32.3025983706013,-95.2697421471122,0,200,0,0,0,200,0,,,,04/16/2021      ,13:59:30        ,-95.269742,32.302598
311,La Porte RapidCare ER LLC,Other,,,La Porte ,,1220 W FAIRMONT PKWY ,77571,29.652989181246,-95.0312475870931,0,90,0,0,0,90,0,,,,04/06/2021      ,09:00:26        ,-95.031248,29.652989
312,Dept of Public Health - Laredo,Vaccine Hub,T,2600 Cedar,Laredo,Webb,2600 Cedar,78040,27.520095201917,-99.4896515177051,0,3050,0,2470,0,3050,2470,956-795-4920,https://vaccinatelaredo.timetap.com/#/,,04/16/2021      ,10:55:42        ,-99.489652,27.520095
313,TTUHSC Pharmacy Dallas,Pharmacy,,,Dallas,,5920 FOREST PARK RD STE 500,75235,32.8212301010895,-96.8411801022606,0,90,0,0,0,90,0,(214) 654-9404,,,04/16/2021      ,16:28:48        ,-96.84118,32.82123
314,City of Dallas (The Potters House) ,Vaccine Hub,,650 S Griffin Street,Dallas,Dallas,650 S Griffin Street,75202,32.7747699817525,-96.7985150203102,0,0,0,0,0,0,0,214-670-3111,https://dallascityhall.com/Pages/Coronavirus-Vaccine-Information.aspx,,04/15/2021      ,13:52:54        ,-96.798515,32.77477
315,TTUHSC Lubbock,Other,,3601 4th St Ms 8150,Lubbock,Lubbock,3601 4th St Ms 8150,79430,33.5897089837071,-101.892101020502,0,0,0,109,0,0,109,(806) 743-2669,http://www.texastechphysicians.com/,,04/15/2021      ,08:17:36        ,-101.892101,33.589709
316,Zikam Drive Thru Pharmacy,Federal Allocation,,,Schertz,,17323 Ih 35n,78154,29.5987414427177,-98.281977288683,0,0,0,0,393,393,0,,,,04/16/2021      ,10:13:21        ,-98.281977,29.598741
317,Village Health Partners- McKinney,Community Clinic,,,Mckinney,Collin,7300 Eldorado Parkway Ste 200,75070,33.1752777209845,-96.7136640154526,0,0,0,0,20,20,0,+1 214 964 0304,https://villagehealthpartners.com/mckinney-medical-village,,03/26/2021      ,17:25:13        ,-96.713664,33.175278
318,Memphis Drug,Federal Allocation,,506 West Noel Street,Memphis,Hall,506 W NOEL ST MEMPHIS 79245,79245,34.7242763683865,-100.542702755565,0,200,0,0,0,200,0,,,,04/14/2021      ,15:27:06        ,-100.542703,34.724276
319,Overton Pharmacy,Other,,104 Overton St,Overton,Rusk,104 W Henderson St,75684,32.2753126109498,-94.9793498955194,0,300,0,300,0,300,300,(903)834-0154,,,04/16/2021      ,12:35:05        ,-94.97935,32.275313
320,Nuestra Clinica Del Valle - Mission,Community Clinic,,611 N Bryan Rd,Mission,Hidalgo,"611 Bryan Rd, Mission, TX 78572",78572,26.20908,-98.31106,0,0,0,80,0,0,80,956-580-3303,http://www.nuestraclinicadelvalle.org/,,04/15/2021      ,15:05:05        ,-98.31106,26.20908
321,Hereford Health Clinic,Community Clinic,,540 W 15th,Hereford,Deaf Smith,540 W 15th,79045,34.8389580169874,-102.413711968071,0,160,0,30,65,225,30,(806) 364-7512,https://dschd.org/clinic/,,04/14/2021      ,15:21:27        ,-102.413712,34.838958
322,Christus Spohn Health System - Kleberg,Vaccine Hub,U,1311 East General Cavazos Boulevard,Kingsville,Kleberg,"1311 East General Cavazos Boulevard, Kingsville, TX, 78363",78363,27.491449,-97.847583,0,0,2440,0,0,0,2440,877-335-5746,https://www.christushealth.org/vaccine,,04/15/2021      ,08:11:49        ,-97.847583,27.491449
323,Family Medicine At Sterling Ridge,Medical Practice,,10110 Woodlands Pkwy Ste 100,Spring,Montgomery,10110 Woodlands Pkwy Ste 100,77382,30.1924527399581,-95.5887264772983,0,0,0,0,5,5,0,(281) 419-6565,https://www.familymedicinesterlingridge.com/,,04/15/2021      ,08:12:12        ,-95.588726,30.192453
324,South San Medical Building Pharmacy,Federal Allocation,,919 Sw Military #105,San Antonio,Bexar,919 SW MILITARY DR STE 105 San Antonio 78221,78221,29.3573408602269,-98.5065760035534,0,0,0,0,215,215,0,,,,04/15/2021      ,17:19:05        ,-98.506576,29.357341
325,Accel Rehabilitation Hospital,Other,,Marsh Lane,Plano,Collin,2301 Marsh Lane,75093,33.0316362967157,-96.8539672605865,0,100,0,0,0,100,0,,,,04/15/2021      ,07:55:00        ,-96.853967,33.031636
326,Trinity Clinic Mineola,Community Clinic,,1302 N Pacific St,Mineola,Wood,1302 N Pacific St,75773,32.6785643411235,-95.4843280722779,0,0,0,10,100,100,10,(903) 569-5383,https://www.christushealth.org/trinity/clinic/locations-directions/mineola?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTE3ODEyMDUtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,04/16/2021      ,11:58:25        ,-95.484328,32.678564
327,Medical Arts Pharmacy - San Angelo,Pharmacy,,2102 Pecos St,San Angelo,Tom Green,2102 Pecos Ste 4,76901,31.4535462,-100.4651666,0,0,0,0,390,390,0,(325) 949-4636,,,04/15/2021      ,17:45:47        ,-100.465167,31.453546
328,"SAENZ MEDICAL PHARMACY LONESTAR, INC.",Federal Allocation,,Griffin Parkway,Mission,Hidalgo,2121 E. Griffin Parkway Ste 18,78572,26.2250619,-98.2877461,0,0,0,0,200,200,0,956-519-6500,,,04/17/2021      ,12:21:02        ,-98.287746,26.225062
