OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
599,Texas Oncology - Willowbrook,Medical Practice,,13215 Dotson Rd,Houston,Harris,13215 Dotson Rd,77070,29.9679081933423,-95.5531329361505,0,0,0,0,200,(281) 894-8822,https://www.texasoncology.com/cancer-centers/houston/houston-willowbrook/radiation-oncology,,03/04/2021      ,13:34:20        ,-95.553133,29.967908
600,Parkland Employee Physicians Office,Community Clinic,,7920 Elmbrook Dr Ste 120,Dallas,Dallas,7920 Elmbrook Dr Ste 120,75247,32.8195436235607,-96.8635491759283,0,0,0,0,5000,(214) 590-2800,http://www.parklandhospital.com/,,03/06/2021      ,07:30:43        ,-96.863549,32.819544
601,Texas Medclinic,Medical Practice,,10731 Gulfdale,San Antonio,Bexar,10731 Gulfdale,78216,29.5384836381015,-98.4910219341941,0,0,0,0,200,(830) 632-5740,https://www.texasmedclinic.com/,,03/08/2021      ,08:27:41        ,-98.491022,29.538484
602,Chambers County Health Department,Vaccine Hub,,102 Airport Rd,Anahuac,Chambers,102 Airport Rd,77514,29.7748702390934,-94.6621177693188,0,0,0,0,14200,409-267-2460,https://www.co.chambers.tx.us/page/covidvaccine,,03/07/2021      ,23:01:18        ,-94.662118,29.77487
603,RANKIN COUNTY HOSPITAL DISTRICT,Hospital,J,1611 Spur 576, Rankin,Upton,"1611 Spur 576, Rankin, TX, 79778",79778,31.233548,-101.936178,0,0,0,0,500,(432) 693-1200,http://www.rankinhospital.org/,,03/05/2021      ,15:16:12        ,-101.936178,31.233548
604,Walgreens Pharmacy 04550,Other,,639 E Hopkins St,San Marcos,Hays,639 E Hopkins St,78666,29.8876521266821,-97.9277402299208,0,0,0,0,200,+15123961335,https://www.walgreens.com/locator/walgreens-639+e+hopkins+st-san+marcos-tx-78666/id=4550,,03/04/2021      ,12:41:44        ,-97.92774,29.887652
605,Davita Northwest Medical Dialysis,Other,,Medical Dr.,San Antonio,Bexar,"5284 Medical Dr , Ste 100",78229-4849,29.5083413,-98.5883127,0,0,0,0,100,,,,03/05/2021      ,16:23:08        ,-98.588313,29.508341
606,FRISCORX AND COMPOUNDING LLC,Other,,Dallas Pkwy,Plano,Collin,5933 Dallas Pkwy,75093,33.0729678749446,-96.830950260075,0,0,0,0,100,,,,03/07/2021      ,22:50:27        ,-96.83095,33.072968
607,Zuriel Health Group Corp,Other,,Kingsland Blvd,Katy,Fort Bend,25230 Kingsland Blvd Suite 100,77494,29.7461763972995,-95.8250876898075,0,0,0,0,100,,,,,,-95.825088,29.746176
608,Neighborcare Clinic,Medical Practice,,2261 Singleton Blvd,Dallas,Dallas,2261 Singleton Blvd,75212,32.7788481987961,-96.8605172019532,0,0,0,0,200,(214) 630-9559,https://neighborcare.org/clinics/rainier-beach/,,02/25/2021      ,12:50:27        ,-96.860517,32.778848
609,Next Level Urgent Care Pearland,Other,,8325 Broadway Suite 220,Pearland,Brazoria,8325 Broadway Suite 220,77581,29.5591226004486,-95.3488964897528,0,0,0,0,600,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/pearland/?utm_source=PearlandGMB&utm_medium=organic.aspx,,03/06/2021      ,20:01:42        ,-95.348896,29.559123
610,Next Level Urgent Care Attucks,Other,,4330 Belfort Street,Houston,Harris,4330 Belfort Street,77051,29.6693903159672,-95.363682394551,0,213,0,213,1100,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/pearland/?utm_source=PearlandGMB&utm_medium=organic.aspx,,03/06/2021      ,19:51:51        ,-95.363682,29.66939
611,Next Level Urgent Care Tanglewood,Other,,5749 San Felipe Street,Houston,Harris,5749 San Felipe Street,77057,29.7499703707871,-95.478088164459,0,0,0,0,600,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/tanglewood/?utm_source=TanglewoodGMB&utm_medium=organic.aspx,,03/06/2021      ,20:03:28        ,-95.478088,29.74997
612,Davy Crockett Drug Inc,Pharmacy,,107 S 4th St,Crockett,,107 S 4th St,75835,31.3179691,-95.4581255,0,0,0,0,200,(936) 544-2275,james@davycrockettdrug.com,,03/05/2021      ,20:45:22        ,-95.458125,31.317969
613,Next Level Urgent Care Montgomery County,Other,,521 N Thompson,Conroe,Montgomery,521 N Thompson,77301,30.3137310176686,-95.4581474491667,0,0,0,0,600,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/conroe/?utm_source=ConroeGMB&utm_medium=organic.aspx,,03/06/2021      ,20:01:11        ,-95.458147,30.313731
614,Next Level Urgent Care Brazoria,Other,,20799 County Road 171,Angleton,Brazoria,20799 County Road 171,77515,29.1883253039358,-95.3861925936982,0,0,0,0,400,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/pearland/?utm_source=PearlandGMB&utm_medium=organic.aspx,,03/06/2021      ,19:53:13        ,-95.386193,29.188325
615,Next Level Urgent Care Richmond,Other,Q,301 Jackson St,Richmond,Fort Bend,301 Jackson St,77469,29.5823134479961,-95.7608717846502,0,0,0,0,200,,,,03/06/2021      ,19:56:52        ,-95.760872,29.582313
616,Next Level Urgent Care Cinco Ranch,Other,,10705 Spring Green Blvd Suite 600,Katy,Fort Bend,10705 Spring Green Blvd Suite 600,77494,29.715010056785,-95.8145741286512,0,0,0,0,400,(281) 783-8162,http://www.nextlevelurgentcare.com/locations/cinco-ranch/?utm_source=CincoRanchGMB&utm_medium=organic.aspx,,03/06/2021      ,19:54:19        ,-95.814574,29.71501
617,Erath County EMS,Other,,"830 E Rd, Stephenville, TX, USA",Stephenville,Erath,830 East Rd,76401,32.213738,-98.1881722,0,0,0,0,3000,(254) 965-6541,,,03/07/2021      ,18:25:04        ,-98.188172,32.213738
618,Next Level Urgent Care Sienna,Other,,8720 Highway 6 Suite 400,Missouri City,Fort Bend,8720 Highway 6 Suite 400,77459,29.5399741755279,-95.5392240315153,0,0,0,0,400,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/sienna-plantation/?utm_source=SiennaPlantationGMB&utm_medium=organic.aspx,,03/06/2021      ,20:02:19        ,-95.539224,29.539974
619,Next Level Urgent Care Woodlands,Other,,25750 Kuykendahl Rd Suite A,Tomball,Harris,25750 Kuykendahl Rd Suite A,77375,30.1330897203816,-95.5534950496998,0,0,0,0,2000,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/the-woodlands/?utm_source=WoodlandsGMB&utm_medium=organic.aspx,,03/06/2021      ,20:03:57        ,-95.553495,30.13309
620,Best Value Waddy Pharmacy,Pharmacy,,106 SW 6th Ave,Mineral Wells,Palo Pinto,106 SW 6th Ave,76067,32.8087239,-98.1197365,0,60,0,60,200,,,,03/06/2021      ,11:43:18        ,-98.119736,32.808724
621,Next Level Urgent Care Longmeadow,Other,,7101 Grand Parkway 180,Richmond,Fort Bend,7101 Grand Parkway 180,77407,29.6727060300906,-95.752452825111,0,0,0,0,600,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/long-meadow/?utm_source=RichmondGMB&utm_medium=organic.aspx,,03/06/2021      ,19:59:55        ,-95.752453,29.672706
622,South Plains Public Health District - Brownfield,Local Health Department,,919 East Main,Brownfield,Terry,919 East Main,79316,33.1796441,-102.2653261,0,0,0,0,400,806-637-2164,,,03/08/2021      ,08:50:51        ,-102.265326,33.179644
623,Next Level Urgent Care Meyerland,Other,,4936 Beechnut Street,Houston,Harris,4936 Beechnut Street,77096,29.6892794825553,-95.4641967525073,0,0,0,0,600,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/meyerland/?utm_source=MeyerlandGMB&utm_medium=organic.aspx,,03/06/2021      ,20:00:41        ,-95.464197,29.689279
624,Next Level Urgent Care Katy,Other,,1420 Katy Fort Bend Road Suite 105,Katy,Harris,1420 Katy Fort Bend Road Suite 105,77493,29.7925413367864,-95.8016336603175,0,0,0,0,400,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/katy/?utm_source=KatyGMB&utm_medium=organic.aspx,,03/06/2021      ,19:58:56        ,-95.801634,29.792541
625,Next Level Urgent Care Baytown,Other,,7710 Garth Road Ste A,Baytown,Harris,7710 Garth Road Ste A,77521,29.8121600973672,-94.9830235088898,0,0,0,0,400,(281) 783-8162,http://www.nextlevelurgentcare.com/,,03/06/2021      ,19:52:35        ,-94.983024,29.81216
626,Rolling Hills Health,Medical Practice,,Oakhill Dr,Leakey,Real,121 Oakhill Dr,78873,29.7189272,-99.761323,0,0,0,0,100,,,,03/05/2021      ,14:41:52        ,-99.761323,29.718927
627,Next Level Urgent Care Cypress,Other,,8350 N Fry Road Ste 400,Cypress,Harris,8350 N Fry Road Ste 400,77433,29.901189536641,-95.7222069060211,0,0,0,0,400,(281) 783-8162,http://www.nextlevelurgentcare.com/,,03/06/2021      ,19:55:40        ,-95.722207,29.90119
628,Next Level Urgent Care Falcon Landing,Other,,9722 Gaston Road Suite 190,Katy,Fort Bend,9722 Gaston Road Suite 190,77494,29.734453212957,-95.8106769176048,0,0,0,0,600,(281) 783-8162,http://www.nextlevelurgentcare.com/,,03/04/2021      ,10:57:26        ,-95.810677,29.734453
629,Next Level Urgent Care Sweetwater,Medical Practice,,16902 Southwest Freeway Suite 108,Sugar Land,Fort Bend,16902 Southwest Freeway Suite 108,77479,29.5886256968681,-95.6368574270811,0,0,0,0,2000,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/sugar-land/?utm_source=SugarLandGMB&utm_medium=organic.aspx,,03/06/2021      ,20:02:57        ,-95.636857,29.588626
630,Tri-county Family Medicine,Medical Practice,,West Main Street,gun barrel city,TX,126 W Main St,75156,32.3312714,-96.1149961,0,0,0,0,100,,,,03/06/2021      ,07:25:25        ,-96.114996,32.331271
631,Next Level Urgent Care Conroe,Other,,1246 N Farm To Market 3083 Rd W Ste B,Conroe,Montgomery,1246 N Farm To Market 3083 Rd W Ste B,77304,30.351341826437,-95.4853199460827,0,0,0,0,600,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/conroe/?utm_source=ConroeGMB&utm_medium=organic.aspx,,03/06/2021      ,19:54:42        ,-95.48532,30.351342
632,Next Level Urgent Care Champions,Other,,15882 Champion Forest Dr,Spring,Harris,15882 Champion Forest Dr,77379,30.0022527431244,-95.5332033055415,0,0,0,0,2000,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/champions/?utm_source=Championslisting&utm_medium=organic.aspx,,03/06/2021      ,19:53:44        ,-95.533203,30.002253
633,Wellness Pointe - Northeast Texas Family Health,Medical Practice,,1901 Mulberry Ave.,Mount Pleasant,,1901 Mulberry Ave.,75455,33.1749984,-94.9735947,0,70,0,70,100,,,,03/05/2021      ,17:53:04        ,-94.973595,33.174998
634,Hope Clinic - Waxahachie,Community Clinic,,411 E Jefferson St ,Waxahachie,,411 E Jefferson St Bldg B,75165,32.3832472,-96.8443207,0,0,0,0,200,(972) 923-2440,PLINGUIST@CALL4HOPE.ORG,,03/04/2021      ,19:40:20        ,-96.844321,32.383247
635,NORMA IGLESIAS AND ASSOCIATES ,Other,,RAUL LONGORIA ,SAN JUAN,HIDALGO ,1205 N RAUL LONGORIA RD STE H ,78589,26.2033300223776,-98.1531298990141,0,0,0,0,1400,(956) 702-0444,,,03/08/2021      ,07:50:27        ,-98.15313,26.20333
636,Next Level Urgent Care Hattie Mae,Other,,4400 West 18th Street,Houston,Harris,4400 West 18th Street,77091,29.8016274533244,-95.454337035983,0,0,0,0,600,(281) 869-3630,http://www.houstonisd.org/hisd,,03/06/2021      ,19:58:03        ,-95.454337,29.801627
637,Parkland Health & Hospital Sys-Eastfield,Other,,3737 MOTLEY DR,Mesquite,Dallas,3737 MOTLEY DR Mesquite 75150,75150,32.8156374,-96.6593854,0,0,0,0,400,(214) 590-3050,https://www.parklandhospital.com/information-about-coronavirus-disease-2019-covid19,,02/04/2021      ,02:38:17        ,-96.659385,32.815637
638,Parkland Health & Hospital Sys-Ellis Davis,Other,,9191 S POLK ST ,Dallas,Dallas,9191 S POLK ST , 75232,32.637935,-96.840206,0,0,0,0,400,214 590 1051,,,02/03/2021      ,22:55:37        ,-96.840206,32.637935
639,Parkland Occupational Health Services,Other,,5201 Harry Hines Blvd,Dallas,Dallas,5201 Harry Hines Blvd,75235,32.8112495750241,-96.836688386666,0,0,0,0,7000,(214) 645-5300,,,03/04/2021      ,16:37:12        ,-96.836688,32.81125
640,Cash Saver Pharmacy 19,Pharmacy,,2130 E Ledbetter Dr,Dallas,Dallas,2130 E Ledbetter Dr,75216,32.6857216084868,-96.7880683291283,0,0,0,0,200,214-374-3559,http://www.cashsaverpharmacy.com/,,03/04/2021      ,22:08:08        ,-96.788068,32.685722
641,City Of Dallas,Vaccine Hub,,650 S Griffin Street,Dallas,Dallas,650 S Griffin Street,75202,32.7747699817525,-96.7985150203102,0,180,0,180,40725,214-670-3111,https://dallascityhall.com/Pages/Coronavirus-Vaccine-Information.aspx,,03/07/2021      ,09:38:02        ,-96.798515,32.77477
642,Bandera Family Practice,Other,,1050 State Highway 16 S,Bandera,Bandera,1050 State Highway 16 S,78003,29.7312295122983,-99.0588216461935,0,0,0,0,100,+18307967713,,,03/08/2021      ,08:36:24        ,-99.058822,29.73123
643,Burleson Pharmacy,Other,,Sw Wilshire Blvd,Burleson,Johnson,344 Sw Wilshire Blvd Ste P,76028,32.5409876708749,-97.332674830806,0,0,0,0,100,,,,03/05/2021      ,17:19:05        ,-97.332675,32.540988
644,Wellpath Healthcare Collin County Detention Facility,Other,,Community Ave ,McKinney,,4300 Community Ave McKinney 75071,75071,33.245305109472,-96.634678830794,0,0,0,0,100,,,,03/06/2021      ,10:24:33        ,-96.634679,33.245305
645,SETON EDGAR B. DAVIS HOSPITAL,Hospital,O,130 Hays St,Luling,Caldwell,130 Hays St,78648,29.6726174744185,-97.6534823037936,0,0,0,0,2200,(830) 875-7000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Luling-Ascension-Seton-Edgar-B-Davis,,03/08/2021      ,09:38:49        ,-97.653482,29.672617
646,Providence Family Care,Medical Practice,,21 Alpine St,Coldspring,San Jacinto,21 Alpine St,77331,30.5912956039381,-95.1321990392786,0,0,0,0,1200,(936) 647-2227,http://www.providencephysicians-sc.com/our-practices/providence-family-medicine/providence-family-medicine-in-lexington,,03/04/2021      ,08:18:06        ,-95.132199,30.591296
647,North Hills Family Practice Keller,Medical Practice,,300 N Rufe Snow Dr,Keller,Tarrant,300 N Rufe Snow Dr,76248,32.937563389045,-97.2293047780309,0,0,0,0,400,(817) 431-3800,http://www.nhfm.net/,,02/23/2021      ,15:26:16        ,-97.229305,32.937563
648,North Texas Endocrine Center,Medical Practice,,9301 Ncentral Expressway,Dallas,Dallas,9301 Ncentral Expressway,75231,32.8746530147617,-96.7706374809011,0,0,0,0,200,(214) 369-5992,http://www.ntendocenter.com/,,03/02/2021      ,23:16:25        ,-96.770637,32.874653
649,Family Medical Clinic - Spearman 1,Community Clinic,,705 W 7th Ave,SPEARMAN,Hansford,705 W 7th Ave Spearman 79081,79081,36.1911000718496,-101.198042668296,0,0,0,0,100,(806) 659-2535,https://hchd.net/,,03/08/2021      ,07:03:28        ,-101.198043,36.1911
650,Conroe Willis Family Medicine,Medical Practice,,4015 Interstate 45 N Ste 220,Conroe,Montgomery,4015 Interstate 45 N Ste 220,77304,30.3685193219775,-95.4858498167551,0,0,0,0,600,(936) 441-1122,http://www.cwfamilymed.com/,,02/18/2021      ,21:22:17        ,-95.48585,30.368519
651,My Md Select,Medical Practice,,3618 N University Dr,Nacogdoches,Nacogdoches,3618 N University Dr,75965,31.6388982588606,-94.6398059812558,0,0,0,0,200,(903) 630-7130,http://www.mymdselecttyler.com/,,03/05/2021      ,10:37:17        ,-94.639806,31.638898
652,Myrna C De Asis Md,Medical Practice,,1819 10th St,Wichita Falls,Wichita,1819 10th St,76301,33.9024801197938,-98.5076067869121,0,0,0,0,200,(940) 763-8077,http://www.deasismd.com/,,03/03/2021      ,14:49:21        ,-98.507607,33.90248
653,Biomedical Applications Of Texas Inc,Other,,4740 W bellfort St,Houston,Harris,"4740 West bellfort Street, Houston, TX, USA",77035,29.6722918,-95.4577907,0,0,0,0,100,,,,02/26/2021      ,16:29:10        ,-95.457791,29.672292
654,South Plains Rehabilitation Hospital,Hospital,,5406 Colgate St,Lubbock,Lubbock,5406 Colgate St,79416,33.6020374640832,-101.928490969319,0,0,0,0,400,(806) 507-3500,http://southplainsrehab.com/?utm_source=Google%20My%20Business&utm_medium=Referral&utm_campaign=GMB%20Traffic,,03/08/2021      ,07:42:42        ,-101.928491,33.602037
655,Walgreens Pharmacy 12029,Other,,,Dripping Springs,Hays,27495 Rr 12,78620,,,0,0,0,0,200,5128581984,,,03/05/2021      ,08:09:12        ,,
656,Broadway Kidney Disease Center,Other,,,San Antonio,Bexar,8840 Tradeway St,78217,,,0,0,0,0,100,(210) 805-9880,,,02/27/2021      ,00:00:00        ,,
657,"Hospital Internist Of Texas Clinic, Pllc",Other,,Medical Arts St,Austin,Travis,2911 Medical Arts St,78705,30.2888737389837,-97.7281747318226,0,98,0,98,200,,,,03/04/2021      ,10:56:28        ,-97.728175,30.288874
658,Vida Y Salud Health Systems Inc,Other,,S Cesar Chavez Ave,Crystal City,Zavala,308 S Cesar Chavez Ave,78839,28.676338956399,-99.8240437308665,0,0,0,0,100,,,,03/08/2021      ,08:21:09        ,-99.824044,28.676339
659,Celina Drug,Pharmacy,,701 N Preston Rd Ste 210,Celina,Collin,701 N Preston Rd Ste 210,75009,33.3306070031928,-96.7727973582631,0,0,0,0,1200,(972) 382-2832,http://www.celinadrug.com/,,03/04/2021      ,11:27:57        ,-96.772797,33.330607
660,DALLAS MEDICAL CENTER,Hospital,E,7 Medical Pkwy, Farmers Branch,Dallas,"7 Medical Pkwy, Farmers Branch, TX, 75234",75234,32.915203,-96.872744,0,10,0,10,800,(972) 888-7000,,,03/03/2021      ,10:26:04        ,-96.872744,32.915203
661,Victoria Fire Department,Other,,1703 E Airline,Victoria,Victoria,1703 E Airline,77901,28.821312118704,-96.9869257030016,0,0,0,0,400,3614853450,http://www.victoriatx.org/,,03/08/2021      ,07:19:23        ,-96.986926,28.821312
662,Glen Rose Healthcare Inc,Other,,409 Glenwood St,Glen Rose,Somervell,409 Glenwood St,76043,32.2427067903696,-97.7450588866327,0,0,0,0,100,+12548972202,http://www.glenrosehealthcare.com/,,03/04/2021      ,16:36:08        ,-97.745059,32.242707
663,Austin Ear Nose And Throat Clinic Main,Medical Practice,O,3705 Medical Pkwy,Austin,Travis,"3705 Medical Pkwy, ste 320",78705,30.3051778722113,-97.7443070978598,0,0,0,0,1000,(512) 454-0392,http://www.austinent.com/,,03/08/2021      ,10:12:21        ,-97.744307,30.305178
664,Parkland Health And Hospital System,Other,,5184 Tex Oak Ave Ron J Anderson Building,Dallas,Dallas,5184 Tex Oak Ave Ron J Anderson Building,75235,32.8139743779033,-96.8343865544449,0,0,0,0,4100,(214) 590-8000,http://www.parklandhospital.com/police,,03/04/2021      ,15:34:49        ,-96.834387,32.813974
665,HEMPHILL COUNTY HOSPITAL,Hospital,A,1020 S4th,Canadian,Hemphill,1020 S4th,79014,35.9035295834316,-100.387446219282,0,0,0,0,1200,(806) 323-6422,http://hchdst.org/,,03/08/2021      ,09:03:31        ,-100.387446,35.90353
666,Genesis Primecare Tx Border Hlth,Other,,,Marshall,Harrison,805 Lindsey Drive,75670,,,0,100,0,100,100,9039381146,,,03/04/2021      ,10:18:28        ,,
667,Family Emergency Room at Cedar Park,Vaccine Hub,O,3620 E Whitestone Blvd,Cedar Park,Williamson,3620 E Whitestone Blvd,78613,30.5381776814059,-97.7754328762065,0,0,0,0,77600,833-984-3747,https://familyhospitalsystems.com/services/covid-19/,,03/08/2021      ,08:04:41        ,-97.775433,30.538178
668,Bruce And Human Drug,Pharmacy,,,Wills Point ,Van Zandt,145 N 4th St ,75169,32.709766008432,-96.0052330376098,0,0,0,0,100,+19038732538,https://www.vitals.com/pharmacy/bruce-and-human-drug-145-n-4th-st-wills-point-tx,,,,-96.005233,32.709766
669,UT HEALTH - PITTSBURG,Hospital,G,2701  US Highway 271 North,Pittsburg,Camp,"2701  US Highway 271 North, Pittsburg, TX, 75686",75686,33.016008,-94.965949,0,300,0,300,800,(903) 946-5000,,,03/08/2021      ,09:12:26        ,-94.965949,33.016008
670,Canyon Creek Behavioral Health,Other,,Canyon Creek Drive,Temple,brll,1201 Canyon Creek Drive,76502,31.0604706178417,-97.3692340731589,0,0,0,0,100,,,,03/08/2021      ,10:15:11        ,-97.369234,31.060471
671,"Script Experts Pharmacy, LLC",Other,,525 Woodland Square Blvd Suite 170,Conroe,Montgomery,525 Woodland Square Blvd Suite 170,77384,30.2256898355455,-95.5423056866651,0,0,0,0,100,+12813066784,,,03/08/2021      ,09:19:29        ,-95.542306,30.22569
672,Victory Medical And Family Care - Main,Medical Practice,O,4303 Victory Dr,Austin,Travis,4303 Victory Dr,78704,30.2324045962805,-97.7911265649791,0,0,0,0,400,512-462-3627,,,03/04/2021      ,10:44:54        ,-97.791127,30.232405
673,Carrizo Springs Kidney Disease Clinic,Community Clinic,,South 7th Street,Carrizo Springs,Dimmit,409 South 7th Street,78834,28.5189497874269,-99.8624319741945,0,0,0,0,300,,,,03/02/2021      ,09:52:20        ,-99.862432,28.51895
674,MEDICAL CENTER OF SOUTHEAST TEXAS,Hospital,R,2555 Jimmy Johnson Blvd,Port Arthur,Jefferson,2555 Jimmy Johnson Blvd,77640,29.933825070008,-93.9886543964915,0,360,0,360,5550,(409) 724-7389,https://www.medicalcentersetexas.org/,,03/05/2021      ,10:58:49        ,-93.988654,29.933825
675,UT HEALTH - HENDERSON,Hospital,G,300 Wilson Street, Henderson,Rusk,"300 Wilson Street, Henderson, TX, 75652",75652,32.161635,-94.796404,0,500,0,500,1000,(903) 657-7541,,,03/08/2021      ,07:56:04        ,-94.796404,32.161635
676,Archer City RHC/Archer Family Clinic,Other,,East Chestnut,Archer City,Archer,404 East Chestnut,76351,33.5913933358261,-98.6208228047479,0,0,0,0,100,940-574-2580,,,03/04/2021      ,09:48:19        ,-98.620823,33.591393
677,Best Value Country Day,Pharmacy,,,FORT WORTH ,,6020A HARRIS PKWY,76132,32.6618955806237,-97.4187572211926,0,0,0,0,500,(817) 738-0722,https://www.bestvaluepharmacies.com/,,,,-97.418757,32.661896
678,Trinity Internal Medicine,Medical Practice,,313 E 12th St Ste 102 Ste 102,Austin,Travis,313 E 12th St Ste 102 Ste 102,78701,30.2729968531879,-97.7381089694915,0,40,0,40,200,512-324-9650,https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fhealthcare.ascension.org%2FLocations%2FTexas%2FTXAUS%2FAustin-University-of-Texas-Physicians-Downtown-Austin&data=04%7C01%7CVaccine%40tdem.texas.gov%7Ce5b3f89bf4bb40a6e0df08d8df25d728%7Cf90d3f8300a640eb8eb25fb8d5265096%7C0%7C0%7C637504700935951105%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=8mw0WiaArq6f0nE%2FU%2BB8kqrLhxGzmHf2dwM%2BbK3NvHo%3D&reserved=0,,03/05/2021      ,09:54:15        ,-97.738109,30.272997
679,Galena Park Medical Clinic,Community Clinic,,,GALENA PARK,,2124 CLINTON DR ,77547,29.7332529188418,-95.2429659973723,0,0,0,0,200,+17136713367,https://www.carecredit.com/doctor-locator/Internist-in-GALENA-PARK-TX-77547/Galena-Park-Medical-Clinic/,,,,-95.242966,29.733253
680,Family Care Clinic Shamrock,Other,,1010 S Main St,Shamrock,Wheeler,1010 S Main St,79079,,,0,0,0,0,100,(806) 256-5148,,,,,,
681,Striker Pharmacy LLC,Pharmacy,,1330 Pin Oak Rd,Katy,Fort Bend,1330 Pin Oak Rd,77494,29.7707067745606,-95.8187256868673,0,0,0,0,100,832-437-8624,http://www.strikerrx.com/,,03/08/2021      ,09:43:03        ,-95.818726,29.770707
682,Lone Star Circle of Care at GISD-Richarte,Community Clinic,,North Austin Avenue,Georgetown,Williamson,"2295 North Austin Avenue, Georgetown, TX, USA",78626,30.6643683,-97.6659352,0,100,0,100,100,877-800-5722,www.lonestarcares.org,,03/08/2021      ,10:56:27        ,-97.665935,30.664368
683,Dept of Public Health - Montgomery County / Conroe,Local Health Department,,1300 South Loop 336 West,Conroe,Montgomery,1300 South Loop 336 West,77304,30.2796149675624,-95.4659296542603,0,5650,0,5650,10000,(936) 523-5020,https://www.mcphd-tx.org/,,03/04/2021      ,12:06:23        ,-95.46593,30.279615
684,UNITED MEMORIAL MEDICAL CENTER,Hospital,Q,510 West Tidwell Road,Houston,Harris,510 West Tidwell Road,77091,29.8472426085954,-95.4086209625977,0,0,0,0,4440,(281) 618-8500,https://ummc.care/,,03/05/2021      ,14:56:12        ,-95.408621,29.847243
685,Dept of Public Health - City of Houston / Sharpstown,Local Health Department,,6201 Bonhomme,Houston,Harris,6201 Bonhomme,77036,29.7116603794096,-95.5135683415053,0,0,0,0,2100,(832) 395-9800,http://www.houstontx.gov/health/HealthCenters/Sharpstown_Health_Services.html,,03/05/2021      ,19:04:18        ,-95.513568,29.71166
686,Cerner Health Connections,Other,,Farm Rd 3129,Queen City,Cass,9978 Farm Rd 3129,75572,33.2554774609757,-94.0735261731225,0,0,0,0,100,,,,,,-94.073526,33.255477
687,Tyler Continuecare Hospital At Trinity,Other,,800 E Dawson St,Tyler,,800 E Dawson St,75701,,,0,0,0,0,200,(903)531-4080,,,,,,
688,Health Center Of Southeast Texas - Shepherd,Community Clinic,,,Shepherd,,11 Woodland Park Dr,77371,,,0,0,0,0,200,,,,,,,
689,Elgin Medicine Shop,Other,,199 Us Hwy 290 E,Elgin,Bastrop,199 Us Hwy 290 E,78621,30.3382585531022,-97.3692061578276,0,0,0,0,100,+15122856308,http://www.medicineshoptx.com/,,03/06/2021      ,10:16:49        ,-97.369206,30.338259
690,Good News Wholesale Inc,Other,,902 Main St,Friona ,Parmer,902 Main St,79035,,,0,0,0,0,100,(806)250-3010,,,,,,
691,Americo M Baca PLLC,Other,,,,,336 S 8th St Raymondville 78580,,,,0,0,0,0,200,,,,03/08/2021      ,09:56:34        ,,
692,Lithonia Healthcare Development LLC,Other,,W Mockingbird Lane,Dallas,Dallas,1341 W Mockingbird Lane,75247,32.8222574538203,-96.8658326019656,0,0,0,0,100,,,,,,-96.865833,32.822257
693,Powers Pharmacy No 1inc,Other,,W Houston St,Linden,Cass,702 W Houston St,75563,33.0123907182756,-94.3717788154554,0,0,0,0,100,,,,,,-94.371779,33.012391
694,"RXASSIST PHARMACY, INC.",Other,,Beaver Springs Drive,77090,Harris,17020 Beaver Springs Drive,77090,30.01364679709,-95.454643202011,0,0,0,0,100,,,,,,-95.454643,30.013647
695,"TRUMED PHARMACY, LLC",Other,,East Sam Houston Parkway N,Houston,Harris,5620 East Sam Houston Parkway N,77015,29.8061269851602,-95.1623587177599,0,0,0,0,100,,,,,,-95.162359,29.806127
696,Shadow Creek Medical Clinic,Medical Practice,,11021 Shadow Creek Pkwy,Pearland,Brazoria,11021 Shadow Creek Pkwy,77584,29.5830220121811,-95.3877950345109,0,0,0,0,600,(713) 340-1977,http://shadowcreekmedicalclinic.com/,,03/08/2021      ,11:40:34        ,-95.387795,29.583022
697,Colorado County EMS,Other,,Radio Ln,Columbus,Colorado,305 RADIO LN # 101,78934,29.7030659,-96.5746581,0,0,0,0,1200,979-732-2188,,,03/04/2021      ,23:23:32        ,-96.574658,29.703066
