OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
616,WEATHERFORD REHABILITATION HOSPITAL LLC,Hospital,E,703 Eureka Street,Weatherford,Parker,703 Eureka Street,76086,32.7501074889444,-97.7876400285343,0,0,100,0,100,0,100,100,(682) 803-0100,http://www.weatherfordrehab.com/,,01/08/2021      ,11:20:14        ,-97.78764,32.750107
617,CPG Coastal Bend Family Medicine,Other,,5802 Saratoga Blvd Suite 150,Corpus Christi,,"5802 Saratoga Blvd Suite 150, Corpus Christi, TX 78414",78414,27.68377,-97.38016,0,0,0,0,0,0,0,100,(361) 986-4600,,,,,-97.38016,27.68377
618,Myrna C De Asis Md,Medical Practice,,1819 10th St,Wichita Falls,Wichita,1819 10th St,76301,33.9024801197938,-98.5076067869121,0,0,0,0,0,0,0,100,(940) 763-8077,http://www.deasismd.com/,,01/25/2021      ,11:41:12        ,-98.507607,33.90248
619,Cook Childrens Occupational Health Services,Other,,901 7th Ave Ste 4200,Fort Worth,Tarrant,901 7th Ave Ste 4200,76104,32.730265,-97.32002,0,0,0,0,0,0,0,3900,6828853142,,,,,-97.32002,32.730265
620,Dept of Public Health - Cameron County,Vaccine Hub,,1390 W Expressway 83,San Benito,Cameron,1390 W Expressway 83,78586,26.140153313121,-97.6543969370678,0,0,0,1506,0,1506,1506,4400,956-247-3650,https://www.cameroncounty.us/publichealth/index.php/coronavirus/,,01/27/2021      ,08:43:17        ,-97.654397,26.140153
621,Md Progressive Care,Medical Practice,,3500 Oak Lawn Ave,Dallas,Dallas,3500 Oak Lawn Ave,75219,32.812246141402,-96.8052066288911,0,0,0,90,0,90,90,200,(214) 521-0100,http://www.mdprogressivecare.com/,,01/27/2021      ,08:13:28        ,-96.805207,32.812246
622,Christus Santa Rosa Hospital Alamo Heights,Hospital,,"403 Treeline Park, San Antonio, TX 78209",San Antonio,Bexar,403 Treeline Park,78209,29.5060794937918,-98.475355402788,0,0,0,670,0,670,670,400,,https://www.christushealth.org/santa-rosa/alamo-heights?utm_source=organic&utm_medium=GMB&utm_campaign=website,,01/26/2021      ,13:13:42        ,-98.475355,29.506079
623,Pam Specialty Hospital Corpus Christi N,Hospital,,600 Elizabeth,Corpus Christi,Nueces,600 Elizabeth,78404,27.7775176976701,-97.3939924116218,0,0,0,90,0,90,90,200,(361) 881-3788,http://postacutemedical.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Corpus-Christi-North,,01/27/2021      ,05:42:38        ,-97.393992,27.777518
624,Austin Public Safety Wellness Center,Other,,517 S Pleasant Valley Rd,Austin,Travis,517 S Pleasant Valley Rd,78741,30.245507648329,-97.7152653959184,0,0,340,1300,340,1300,1640,2800,(512) 974-0200,http://www.atxpublicsafetywellness.com/contacts,,01/26/2021      ,08:08:00        ,-97.715265,30.245508
625,America's ER - Cypress,Other,Q,13902 Spring Cypress Rd,Cypress,Harris,13902 Spring Cypress Rd,77429,30.0047182011002,-95.6356663103262,0,0,0,90,0,90,90,200,(281) 503-8160,https://americaser.com/locations/cypress/,,01/26/2021      ,13:58:25        ,-95.635666,30.004718
626,Legent Orthopedic Hospital,Hospital,,1401 E Trinity Mills Rd,Carrollton,Dallas,1401 E Trinity Mills Rd,75006,32.9850448169677,-96.8982817125033,0,0,0,100,0,100,100,200,(972) 810-0700,https://www.psnaffiliates.com/legent-orthopedic-hospital,,01/27/2021      ,07:19:19        ,-96.898282,32.985045
627,Family Health Center of Bastrop,Other,,3101 Highway 71 E Ste 101,Bastrop,,"3101 TX-71 #101, Bastrop, TX 78602",78602,30.1158,-97.27464,0,0,0,0,0,0,0,100,(512) 304-0300,https://www.fhcob.com/,,01/25/2021      ,10:31:34        ,-97.27464,30.1158
628,Privia Medical Group Gulf Coast,Medical Practice,,7900 Fannin Street,Houston,Harris,7900 Fannin Street,77054,29.6912647363224,-95.4029732362382,0,0,0,240,0,240,240,1000,(281) 656-8063,,,01/27/2021      ,00:37:25        ,-95.402973,29.691265
629,Moore County Family Health Clinic,Community Clinic,,110 S Bliss Ave,Dumas,Moore,110 S Bliss Ave,79029,35.8649127305788,-101.971851476455,0,0,0,70,0,70,70,400,(806) 935-1900,http://www.moorecountyclinic.com/,,01/27/2021      ,09:03:48        ,-101.971851,35.864913
630,Kroger Pharmacy 586,Pharmacy,,1592 S Loop 288,Denton,Denton,1592 S Loop 288,76205,33.1938544535983,-97.0948950932805,0,0,0,0,0,0,0,500,(940) 566-5252,http://www.kroger.com/stores/details/035/00586?cid=loc_03500586PP_gmb,,01/25/2021      ,12:39:32        ,-97.094895,33.193854
631,Promptu Immediate Care La Palmera,Medical Practice,,4938 S Staples St,Corpus Christi,Nueces,4938 S Staples St,78411,27.7091748443009,-97.3694429906873,0,0,140,0,140,0,140,1700,(361) 452-9620,https://urgentcare.christushealth.org/,,01/27/2021      ,08:35:50        ,-97.369443,27.709175
632,Foundation Surgical Hospital Of San Ant,Hospital,,9522 Huebner Rd,San Antonio,Bexar,9522 Huebner Rd,78240,29.5301079794439,-98.5899230272462,0,0,0,500,0,500,500,1000,(210) 478-5400,http://www.fshsanantonio.com/,,01/25/2021      ,10:17:39        ,-98.589923,29.530108
633,METHODIST - DALLAS MEDICAL CENTER,Hospital,E,1441 N Beckley Ave,Dallas,Dallas,1441 N Beckley Ave,75203,32.7615590127005,-96.8230526227616,0,2690,0,0,0,2690,2690,15600,(214) 947-8181,https://www.methodisthealthsystem.org/methodist-dallas-medical-center/?L=true,,01/26/2021      ,11:20:57        ,-96.823053,32.761559
634,Aspg Dba Christus Promptu Urgent Care - New Braunfels,Medical Practice,,1659 W State Highway 46,New Braunfels,Comal,1659 W State Highway 46,78132,29.713900987857,-98.1610880131652,0,0,0,0,0,0,0,4000,830-387-4991,http://promptucare.com/,,01/22/2021      ,14:27:17        ,-98.161088,29.713901
635,Legacy Community Health Southwest,Community Clinic,,6441 High Star Drive,Houston,Harris,6441 High Star Drive,77074,29.7106251305484,-95.4956060068196,0,0,20,1940,20,1940,1960,4200,(832) 548-5300,http://www.legacycommunityhealth.org/,,01/24/2021      ,11:15:32        ,-95.495606,29.710625
636,Hope Community Medicinecenter,Community Clinic,,620 Tenaha St,Center,Shelby,620 Tenaha St,75935,31.8050003805221,-94.1876256904507,0,0,0,0,0,0,0,300,(936) 598-2716,https://hope-community-medicine.business.site/,,01/27/2021      ,07:53:12        ,-94.187626,31.805
637,Fe Medical Services Pllc Cllge Stn,Community Clinic,,Reynolds Medical Building Suite 159,College Station,Brazos,Reynolds Medical Building Suite 159,77843,30.288717,-96.663884,595,0,0,0,595,0,595,975,,,,01/26/2021      ,09:50:29        ,-96.663884,30.288717
638,KNOX CO. HOSPITAL DISTRICT,Hospital,D,701 Se 5th St,Knox City,Knox,701 Se 5th St,79529,33.4140807033581,-99.8114497958736,0,0,0,0,0,0,0,100,(940) 657-3535,http://www.knoxcountyhospital-texas.com/,,01/27/2021      ,08:25:07        ,-99.81145,33.414081
639,GRAHAM REGIONAL MEDICAL CENTER,Hospital,C,1301 Montgomery Rd, Graham,Young,"1301 Montgomery Rd, Graham, TX, 76450",76450,33.089869,-98.584911,0,0,200,0,200,0,200,0,(940) 549-3400,,,01/27/2021      ,09:14:47        ,-98.584911,33.089869
640,Abilene Diagnostic Clinic - Antilley,Medical Practice,,1665 Antilley Road,Abilene,Taylor,"1665 Antilley Road, Suite 200",79606,32.3727986320726,-99.7439204062074,0,0,0,111,0,111,111,800,(325) 437-8602,http://www.abileneclinic.com/,,01/25/2021      ,14:09:33        ,-99.74392,32.372799
641,Austin Family Allergy Asthma Pa,Medical Practice,,108012 N Mopac Expwy,Austin,Travis,108012 N Mopac Expwy,78759,30.398369,-97.730179,0,0,0,50,0,50,50,200,(512) 346-7936,https://familyallergyatx.com/,,01/26/2021      ,17:03:56        ,-97.730179,30.398369
642,Family Health Clinic Arlington,Medical Practice,,1115 E Pioneer Pkwy,Arlington,Tarrant,1115 E Pioneer Pkwy,76010,32.7081318817606,-97.0917028454559,0,0,0,0,0,0,0,100,(817) 460-2580,,,01/25/2021      ,09:47:42        ,-97.091703,32.708132
643,Hope Clinic,Community Clinic,,7001 Corporate Dr,Houston,Harris,7001 Corporate Dr Stu. 120,77036,29.70354200327,-95.5515111217048,0,0,0,0,0,0,0,300,713-773-0803,www.hopechc.org,,01/26/2021      ,10:38:09        ,-95.551511,29.703542
644,Harrell A Grand Md,Medical Practice,,3801 Gaston Ave,Dallas,Dallas,3801 Gaston Ave,75246,32.7921022487768,-96.7790692564003,0,0,0,0,0,0,0,100,(214) 824-2121,http://www.hagrandmd.com/,,01/26/2021      ,11:30:26        ,-96.779069,32.792102
645,Walmart Pharmacy 1042,Pharmacy,,488 State Highway 71,Bastrop,Bastrop,"488 State Highway 71, Bastrop, TX, USA",78602,30.1033159,-97.3324155,0,0,300,300,300,300,600,300,(512) 321-1020,,,01/25/2021      ,09:59:12        ,-97.332415,30.103316
646,Global Health,Community Clinic,,7720 Spencer Highway,Pasadena,Harris,7720 Spencer Highway,77505,29.6636678639401,-95.1210573069221,0,0,478,0,478,0,478,1000,281-476-9900,https://www.hasc.com,,01/27/2021      ,07:21:44        ,-95.121057,29.663668
647,Lavaca Family Health Clinic,Community Clinic,,1400 North Texana,Hallettsville,Lavaca,1400 North Texana,77964,29.457537713208,-96.9398085945002,0,0,0,230,0,230,230,800,(361) 798-1200,http://www.lavacamedcen.com/clinics/the-clinic-at-lmc/,,01/25/2021      ,11:30:01        ,-96.939809,29.457538
648,Elm Avenue Community & Dental Clinic,Community Clinic,,609 Elm St,Waco,McLennan,609 Elm St,76704,31.5661270673645,-97.1229730888002,0,0,0,0,0,0,0,100,,,,01/25/2021      ,10:56:25        ,-97.122973,31.566127
649,Pearland Family Health Center 061819,Community Clinic,,2552 Broadway St 102,Pearland,Brazoria,2552 Broadway St 102,77581,29.5529950467194,-95.2564609556673,0,0,0,0,0,0,0,100,(281) 824-1480,https://mychn.org/pearland-family-health-center/,,01/27/2021      ,08:16:14        ,-95.256461,29.552995
650,Legacy Community Health Central Stagg L,Local Health Department,,3455 Stagg Dr,Beaumont,Jefferson,3455 Stagg Dr,77701,30.0701025361521,-94.126158009342,0,0,0,0,0,0,0,100,(409) 833-8850,https://www.legacycommunityhealth.org/,,01/25/2021      ,09:44:12        ,-94.126158,30.070103
651,Texas Christian University Health Center,Other,,,,,2825 Stadium Dr,,32.7116169191268,-97.365442596278,0,0,0,0,0,0,0,200,(817) 257-7940,http://www.healthcenter.tcu.edu/,,01/27/2021      ,07:17:16        ,-97.365443,32.711617
652,Shannon Pharmacy,Vaccine Hub,,119 E Beauregard Ave,San Angelo,Tom Green,119 E Beauregard Ave,76903,31.463337997656,-100.4340459129,1645,0,10,0,1655,0,1655,14950,844-674-2666,https://www.shannonhealth.com/services/pharmacy/,,01/27/2021      ,07:37:30        ,-100.434046,31.463338
653,The Drug Store,Pharmacy,,100 S Avenue E,Haskell,Haskell,100 S Avenue E,79521,33.1563221351972,-99.7339749428137,0,0,0,0,0,0,0,100,(620) 331-7594,https://www.walgreens.com/locator/walgreens-301+w+main+st-independence-ks-67301/id=9454,,01/25/2021      ,11:10:34        ,-99.733975,33.156322
654,NAVARRO REGIONAL HOSPITAL,Hospital,E,3201 W State Highway 22,Corsicana,Navarro,3201 W State Highway 22,75110,32.0850333838382,-96.5036045495503,0,0,18,538,18,538,556,1300,(903) 654-6800,https://www.navarrohospital.com/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,,01/27/2021      ,07:07:56        ,-96.503605,32.085033
655,Richardson Fire Department,Other,,1621 E Lookout Dr,Richardson,Collin,1621 E Lookout Dr,75082,32.9854288122428,-96.6943725429852,0,0,0,0,0,0,0,200,(972) 744-5700,https://www.cor.net/index.aspx?page=166,,01/26/2021      ,10:34:29        ,-96.694373,32.985429
656,Clinicas Mi Doctor 23 Broadway,Medical Practice,,8225 Broadway St,Houston,Harris,8225 Broadway St,77061,29.6732165853255,-95.2769876259546,0,0,0,280,0,280,280,600,(713) 469-4735,http://www.clinicasmidoctor.com/,,01/27/2021      ,07:41:35        ,-95.276988,29.673217
657,NORTHWEST TEXAS HEALTHCARE SYSTEM,Other,A,1501  Coulter St S, Amarillo,Potter,1501 Coulter St S,79106,35.199601,-101.919682,990,990,0,0,990,990,1980,0,(806) 354-1000,https://www.nwths.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,01/22/2021      ,16:43:22        ,-101.919682,35.199601
658,Coleman Medical Associates,Community Clinic,D,"310 S PECOS ST, 2ND FLOOR",COLEMAN,COLEMAN,"310 S PECOS ST, 2ND FLOOR",76834,31.828885645094,-99.4252772075129,0,0,0,180,0,180,180,0,(325) 625-3533,https://colemancountymc.com/clinic/,,01/26/2021      ,10:52:48        ,-99.425277,31.828886
659,United pharmacy 537,Pharmacy,,2703 82nd St,Lubbock,Lubbock,"2703 82nd Street, Unit A",79423,33.5194622,-101.8755835,0,0,0,0,0,0,0,100,(806) 745-3907,,,01/24/2021      ,17:31:41        ,-101.875583,33.519462
660,Richmond State Supported Living Center (DADS),Local Health Department,Q,2100 Preston,Richmond,Fort Bend,2100 Preston,77469,29.5884155992368,-95.7830497975381,0,0,170,0,170,0,170,0,(281) 232-2075,http://www.govsc.org/,,01/27/2021      ,05:30:05        ,-95.78305,29.588416
661,Lakeland Medical Associates,Medical Practice,,117 Medical circle,Athens,henderson,117 Medical circle,75751,32.1687476607183,-95.8482603483963,0,0,100,0,100,0,100,0,(903) 676-3200,https://lakelandmedical.net/,,01/19/2021      ,07:54:31        ,-95.84826,32.168748
662,North Texas Endocrine Center,Medical Practice,,9301 Ncentral Expressway,Dallas,Dallas,9301 Ncentral Expressway,75231,32.8746530147617,-96.7706374809011,0,0,0,100,0,100,100,200,(214) 369-5992,http://www.ntendocenter.com/,,01/26/2021      ,16:24:26        ,-96.770637,32.874653
663,Clinicas Mi Doctor 14,Medical Practice,,2207 Gus Thomasson Rd,Dallas,Dallas,2207 Gus Thomasson Rd,75228,32.7272081339323,-96.8737475391434,0,0,40,0,40,0,40,100,(888) 776-5252,http://clinicasmidoctor.com/,,01/14/2021      ,08:36:37        ,-96.873748,32.727208
664,Lhd Garland Health Dept.,Vaccine Hub,,206 Carver Dr,Garland,Dallas,206 Carver Dr,75040,32.9070227945808,-96.6281891053061,0,0,1050,820,1050,820,1870,4000,972-205-3900,http://garlandtx.gov/,,01/27/2021      ,06:29:01        ,-96.628189,32.907023
665,Hendrick Medical Center,Vaccine Hub,D,1900 Pine Street,Abilene,Taylor,1900 Pine Street,79601,32.4721709976309,-99.7338209672523,1725,115,0,100,1725,215,1940,9275,325-692-5600,https://www.abilenetx.gov/CivicAlerts.aspx?AID=762,,01/27/2021      ,07:25:03        ,-99.733821,32.472171
666,School Of Nursing - Main Building,Vaccine Hub,,Crosspoint Ave.,Houston,TX,1851 Crosspoint Ave.,77054,29.6707709830585,-95.4059914757526,5145,975,0,11190,5145,12165,17310,27800,713-500-7476,https://www.uth.edu/,,01/27/2021      ,07:07:59        ,-95.405991,29.670771
667,Pecos Valley Rural Health Clinic,Vaccine Hub,,2335 S Pigman St,Pecos,Reeves,2335 S Pigman St,79772,31.4005458988051,-103.515152416359,975,0,0,100,975,100,1075,2450,432-447-7920,https://www.reevescountyhospital.com,,01/27/2021      ,06:07:40        ,-103.515152,31.400546
668,Parker County Hospital District,Vaccine Hub,,1130 Pecan Dr,Weatherford,Parker,1130 Pecan Dr,76086,32.7472989091189,-97.7847971857341,1928,0,0,390,1928,390,2318,4700,(817) 341-2520,http://www.pchdtx.org/,,01/27/2021      ,05:50:52        ,-97.784797,32.747299
669,DRISCOLL CHILDREN'S HOSPITAL,Vaccine Hub,U,3533 S Alameda,Corpus Christi,Nueces,3533 S Alameda,78411,27.7493555507385,-97.3850633378074,975,0,0,46,975,46,1021,4950,(361) 694-5000,http://www.driscollchildrens.org/,,01/27/2021      ,06:08:02        ,-97.385063,27.749356
670,Corpus Christi-Nueces County Public Health District,Vaccine Hub,,1702 Horne Road,Corpus Christi,Nueces,1702 Horne Road,78416,27.7578796529017,-97.430295523922,0,0,5000,500,5000,500,5500,15200,"361-826-7200, option 2",https://us1.quickscreen.health/corpus-christi-vaccination#/screening,,01/26/2021      ,10:50:27        ,-97.430296,27.75788
671,Ut Health Rgv Employee Health Edinburg,Vaccine Hub,,1210 W Schunior St,Edinburg,Hidalgo,1210 W Schunior St,78539,26.3091714,-98.1751292,2713,0,0,0,2713,0,2713,11700,833-888-2268,http://www.uthealthrgv.org,,01/26/2021      ,13:48:20        ,-98.175129,26.309171
672,DHR HEALTH,Vaccine Hub,V,5501 South Mccoll Road,Edinburg,Hidalgo,5501 South Mccoll Road,78539,26.2526528286993,-98.2040896910264,9286,84,0,1140,9286,1224,10510,39450,956-362-8800,https://www.dhrhealth.com/patients-and-visitors/coronavirus-advisory,,01/26/2021      ,09:22:45        ,-98.20409,26.252653
673,CHI ST. LUKE'S THE WOODLANDS HOSPITAL,Vaccine Hub,Q,17200 St Lukes Way,Conroe,Montgomery,17200 St Lukes Way,77384,30.2049554559427,-95.4593472347869,2310,0,0,1430,2310,1430,3740,2200,832-844-6352,https://www.stlukeshealth.org/covidvaccine,,01/27/2021      ,09:21:21        ,-95.459347,30.204955
674,La Salle County Regional Health Authority,Vaccine Hub,,247 Mars Drive,Cotulla,La Salle,951 Dobie Road,78014,28.4242958,-99.2318532,0,0,0,0,0,0,0,1950,830-483-5166,https://www.co.la-salle.tx.us/,,01/23/2021      ,11:44:35        ,-99.231853,28.424296
675,Hill Country Memorial Hospital,Vaccine Hub,P,1020 S State Highway 16,Fredericksburg,Gillespie,1020 S State Highway 16,78624,30.2623038507357,-98.8804259611669,0,0,1200,500,1200,500,1700,3900,830-990-6648,https://www.hillcountrymemorial.org/covid-19-updates/,,01/26/2021      ,22:27:04        ,-98.880426,30.262304
676,University Of Texas Medical Branch Hospital,Vaccine Hub,R,301 University Blvd,Galveston,Galveston,301 University Blvd,77555,29.3108899888168,-94.7787080308323,700,3165,20,0,720,3165,3885,24025,800-917-8906,https://www.utmb.edu/covid-19/vaccine/patient-info,,01/17/2021      ,21:47:19        ,-94.778708,29.31089
677,Galveston County Health District,Vaccine Hub,,9850 A Emmett F Lowry Expy,Texas City,Galveston,9850 A Emmett F Lowry Expy,77591,29.4042679944096,-95.0171310152007,0,0,680,160,680,160,840,2800,409-227-8934,http://www.gchd.org,,01/27/2021      ,08:06:49        ,-95.017131,29.404268
678,Fort Bend County Health Department,Vaccine Hub,,4520 Reading Rd,Rosenberg,Fort Bend,4520 Reading Rd,77471,29.5652494437827,-95.7799906543363,7965,0,0,1000,7965,1000,8965,14775,832-471-1373,https://fort-bend-covid-19-response-fbc-hhs.hub.arcgis.com/,,01/27/2021      ,07:54:52        ,-95.779991,29.565249
679,TMC Bonham Hospital,Vaccine Hub,E,504 Lipscomb St,Bonham,Fannin,504 Lipscomb St,75418,33.5783374056146,-96.1673962066452,425,0,0,404,425,404,829,2950,(903) 583-8585,https://tmcbonham.com/,,01/26/2021      ,07:48:18        ,-96.167396,33.578337
680,Falls Community Hospital & Clinic,Vaccine Hub,M,322 Coleman Street, Marlin,Falls,"307 Live Oak Street Marlin, TX  76661",76661,31.307442,-96.894062,1306,0,0,100,1306,100,1406,2150,(254) 803-3561,http://www.fallshospital.com/,,01/26/2021      ,09:36:15        ,-96.894062,31.307442
681,UNIVERSITY MEDICAL CENTER OF EL PASO,Vaccine Hub,I,4815 Alameda Ave,El Paso,El Paso,"4815 Alameda Ave, El Paso, TX, 79905",79905,31.768758,-106.43047,4641,1950,0,0,4641,1950,6591,30475,915-975-8901,http://umcelpaso.org,,01/27/2021      ,03:53:01        ,-106.43047,31.768758
682,Odessa Regional Medical Center Hospital,Vaccine Hub,J,520 E 6th St,Odessa,Ector,520 E 6th St,79761,31.8520192531179,-102.364927950485,0,0,0,920,0,920,920,3200,432-640-2220,http://www.mchodessa.com/,,01/27/2021      ,07:35:39        ,-102.364928,31.852019
683,CHI ST LUKE'S HEALTH LAKESIDE HOSPITAL,Vaccine Hub,Q,17400 St Lukes Way,Conroe,Montgomery,17400 St Lukes Way,77384,30.2026862713771,-95.4593714576756,0,0,0,470,0,470,470,1000,(936) 266-9000,https://www.stlukeshealth.org/locations/lakeside-hospital?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthLakesideHospital&y_source=1_MTUxNjI2MTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,01/27/2021      ,07:06:56        ,-95.459371,30.202686
684,Dimmit Regional Hospital,Vaccine Hub,P,704 Hospital Dr,Carrizo Springs,Dimmit,704 Hospital Dr,78834,28.5194690984298,-99.8630979097743,1235,0,0,0,1235,0,1235,2350,(830) 876-2424,http://dimmitregionalhospital.com/,,01/26/2021      ,08:40:40        ,-99.863098,28.519469
685,Parkland Hospital,Vaccine Hub,E,5223 Tex Oak Avenue,Dallas,Dallas,5223 Tex Oak Avenue,75235,32.8143969796665,-96.8351078950032,15008,2657,1786,3784,16794,6441,23235,59225,(214) 590-8000,https://www.parklandhospital.com/,,01/27/2021      ,06:34:46        ,-96.835108,32.814397
686,City Of Dallas,Vaccine Hub,,650 S Griffin Street,Dallas,Dallas,650 S Griffin Street,75202,32.7747699817525,-96.7985150203102,0,0,5000,2000,5000,2000,7000,9000,214-670-3111,https://dallascityhall.com/Pages/Coronavirus-Vaccine-Information.aspx,,01/26/2021      ,15:37:45        ,-96.798515,32.77477
687,Dallas County Health and Human Services,Vaccine Hub,,2377 N Stemmons Fwy,Dallas,Dallas,2377 N Stemmons Fwy,75207,32.8037492526019,-96.8354374859871,0,0,4730,740,4730,740,5470,27600,469-749-9900,https://www.dallascounty.org/covid-19/covid-19-vaccination.php,,01/27/2021      ,07:46:21        ,-96.835437,32.803749
688,Coon Memorial Hospital,Vaccine Hub,A,1411 Denver Ave,Dalhart,Dallam,"1411 Denver Ave, Dalhart, TX, 79022",79022,36.090281,-102.60769,975,0,0,0,975,0,975,2250,(806) 244-4571,https://dhchd.org/services/hospital/,,01/27/2021      ,08:53:49        ,-102.60769,36.090281
689,CORYELL MEMORIAL HOSPITAL,Vaccine Hub,L,1507 W Main St,Gatesville,Coryell,1507 W Main St,76528,31.4333648872943,-97.7777672774548,986,0,0,368,986,368,1354,2950,(254) 865-2166,https://coryellhealth.org/clinics/,,01/27/2021      ,07:53:21        ,-97.777767,31.433365
690,Dept of Public Health - Collin County / McKinney,Vaccine Hub,,825 N. McDonald St.,McKinney,Texas - TX,"825 N. McDonald St., Suite 145",75069,33.2055924489892,-96.6119218355515,0,0,2730,1000,2730,1000,3730,6700,214-491-4838,https://www.collincountytx.gov/healthcare_services/Pages/COVID19vaccines.aspx,,01/26/2021      ,07:55:16        ,-96.611922,33.205592
691,City Of McKinney Fire Department,Vaccine Hub,,2200 Taylor Burk Dr,Mckinney,Collin,2200 Taylor Burk Dr,75071,33.2231333916502,-96.6382383755623,0,0,1970,0,1970,0,1970,5600,972-547-9000,https://www.mckinneytexas.org/2256/Coronavirus-COVID-19,,01/26/2021      ,20:20:56        ,-96.638238,33.223133
692,BAYLOR SCOTT & WHITE MC - PLANO,Vaccine Hub,E,4700 Alliance Blvd,Plano,Collin,4700 Alliance Blvd,75093,33.03505,-96.80492,3900,0,392,398,4292,398,4690,7475,1-844-279-8222,https://www.bswhealth.com/covid-vaccine,,01/26/2021      ,12:04:07        ,-96.80492,33.03505
693,Allen Fire Department,Vaccine Hub,,310 Century Pkwy,Allen,Collin,"310 Century Parkway, Allen, TX, USA",8048,33.0991682,-96.6752143,0,0,300,70,300,70,370,4700,214-509-4333,https://lp.constantcontactpages.com/su/hmnkPQ1/vaccine,,01/27/2021      ,07:17:29        ,-96.675214,33.099168
694,Clay County Memorial Hospital,Vaccine Hub,C,310 W South St,Henrietta,Clay,310 W South St,76365,33.8139990089276,-98.1975530140283,1666,0,0,0,1666,0,1666,2050,(940) 538-5621,https://www.ccmhospital.com/,,01/27/2021      ,08:05:31        ,-98.197553,33.813999
695,BAYLOR S&W HOSPITAL - MARBLE FALLS,Vaccine Hub,O,810 Tx71w,Marble Falls,Burnet,810 Tx71w,78654,30.512841,-98.304243,0,0,130,440,130,440,570,2275,844-279-8222,https://www.bswhealth.com/covid-vaccine,,01/26/2021      ,11:52:34        ,-98.304243,30.512841
696,CHI St Joseph Health College Station Hospital,Vaccine Hub,N,2801 Franciscan Drive,Bryan,Brazos,2801 Franciscan Drive,77802,30.6555690852254,-96.3466102426622,0,0,810,420,810,420,1230,4800,979-774-2101,https://st-joseph.org/covidvaccine,,01/27/2021      ,07:55:34        ,-96.34661,30.655569
697,UT Health San Antonio Wellness 360,Vaccine Hub,,7703 Floyd Curl Dr,San Antonio,Bexar,7703 Floyd Curl Dr,78229,29.5070900160387,-98.5759039589092,4875,2545,0,0,4875,2545,7420,31200,210-567-2788,https://wellness360.uthealthsa.org/,,01/27/2021      ,07:04:08        ,-98.575904,29.50709
698,CHI BAYLOR ST. LUKE'S MEDICAL CENTER,Pharmacy,Q,6720 Bertner Ave,Houston,Harris,6720 Bertner Ave,77030,29.7081549836826,-95.3991674331015,4026,0,70,1000,4096,1000,5096,18600,832-844-6352,https://www.stlukeshealth.org/locations/baylor-st-lukes-medical-center?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthBaylorStLukesMedicalCenter&y_source=1_MTUxNjI3NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,01/27/2021      ,08:03:54        ,-95.399167,29.708155
699,Waco-McLennan County Public Health District,Vaccine Hub,M,225 W Waco Drive,Waco,McLennan,225 W Waco Drive,76707,31.5637280567765,-97.13532914725,0,0,1500,200,1500,200,1700,4900,252-750-1890,https://www.COVIDWaco.com ,,01/27/2021      ,07:50:32        ,-97.135329,31.563728
700,Providence Health Center,Vaccine Hub,M,6901 Medical Pkwy,Waco,McLennan,6901 Medical Pkwy,76712,31.5139470908391,-97.198239517025,1815,0,0,900,1815,900,2715,9150,254-313-4200; 254-537-6160; 254-772-7300; 254-537-6100; 254-870-6500; 254-537-6300; 254-537-6700; 254-537-6200,https://www.healthcare.ascension.org,,01/27/2021      ,09:14:40        ,-97.19824,31.513947
701,Family Emergency Room at Cedar Park,Vaccine Hub,O,3620 E Whitestone Blvd,Cedar Park,Williamson,3620 E Whitestone Blvd,78613,30.5381776814059,-97.7754328762065,0,0,1720,300,1720,300,2020,15300,833-984-3747,https://familyhospitalsystems.com/services/covid-19/,,01/27/2021      ,08:58:08        ,-97.775433,30.538178
702,Dept of Public Health - Laredo,Vaccine Hub,,2600 Cedar,Laredo,Webb,2600 Cedar,78040,27.520095201917,-99.4896515177051,0,0,980,320,980,320,1300,5300,956-795-4920,https://vaccinatelaredo.timetap.com/#/,,01/27/2021      ,08:14:29        ,-99.489652,27.520095
703,Jefferson County Immunization Clinic,Vaccine Hub,,1295 Pearl St,Beaumont,Jefferson,"1295 Pearl Street, Beaumont, TX, USA",77701,30.0776871,-94.092148,1117,0,0,0,1117,0,1117,3900,(409)835-8530,"""https://co.jefferson.tx.us/PublicHealth/PublicHealth.htm """,,01/26/2021      ,16:54:02        ,-94.092148,30.077687
