OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
255,Heb Pharmacy 626,Pharmacy,,1095 West Business Hwy 77,San Benito,Cameron,1095 West Business Hwy 77,78586,26.1453660187057,-97.6368449803613,0,0,0,0,900,(956) 399-5046,https://www.heb.com/heb-store/US/tx/san-benito/san-benito-h-e-b-626?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.636845,26.145366
256,Heb Pharmacy 623,Pharmacy,,9238 N Loop 1604 W,San Antonio,Bexar,9238 N Loop 1604 W,78249,29.5567928341034,-98.6626739481165,0,0,0,0,200,(210) 682-3419,https://www.heb.com/heb-store/US/tx/san-antonio/bandera-and-1604-h-e-b-plus!-623?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.662674,29.556793
257,Heb Pharmacy 622,Pharmacy,,20725 Hwy 46 West,Spring Branch,Comal,20725 Hwy 46 West,78070,29.7960879792441,-98.4299509685626,0,0,0,0,700,(830) 438-3000,https://www.heb.com/heb-store/US/tx/spring-branch/bulverde-h-e-b-plus!-622?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-98.429951,29.796088
258,Heb Pharmacy 621,Pharmacy,,420 W Bandera,Boerne,Kendall,420 W Bandera,78006,29.7805475116619,-98.7341599905557,0,0,0,0,400,(830) 816-2093,https://www.heb.com/heb-store/US/tx/boerne/boerne-h-e-b-plus!-621?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.73416,29.780548
259,Heb Pharmacy 620,Pharmacy,,South I-35,Pearsall,Frio,225 South I-35,78061,28.8952139909438,-99.114832898259,0,0,0,0,500,,,,03/26/2021      ,16:34:26        ,-99.114833,28.895214
260,Heb Pharmacy 619,Pharmacy,,949 William D Fitch Pkwy,College Station,Brazos,949 William D Fitch Pkwy,77845,30.5577813184626,-96.2598973588368,0,0,0,0,1300,(979) 690-4940,https://www.heb.com/heb-store/US/tx/college-station/tower-point-market-h-e-b-619?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-96.259897,30.557781
261,Heb Pharmacy 618,Pharmacy,,5910 Babcock Rd,San Antonio,Bexar,5910 Babcock Rd,78240,29.5275708192621,-98.6018158582052,0,0,0,0,400,(210) 641-6405,https://www.heb.com/heb-store/US/tx/san-antonio/babcock-h-e-b-618?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.601816,29.527571
262,Heb Pharmacy 615,Pharmacy,,25675 Nelson Way,Katy,Fort Bend,25675 Nelson Way,77494,29.7747178980029,-95.8215363956159,0,0,0,0,1000,(281) 574-1808,https://www.heb.com/heb-store/US/tx/katy/katy-market-h-e-b-615?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.821536,29.774718
263,Heb Pharmacy 614,Pharmacy,,12680 W Lake Houston Parkway,Houston,Harris,12680 W Lake Houston Parkway,77044,29.9247625143845,-95.1970120217637,0,0,0,0,700,(281) 436-1969,https://www.heb.com/heb-store/US/tx/houston/summerwood-market-h-e-b-614?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.197012,29.924763
264,Heb Pharmacy 613,Other,,8231,San Antonio,Bexar,8231 Marbach Rd,78227,29.405424,-98.63832,0,0,0,0,600,210-673-3230,,,03/26/2021      ,16:34:26        ,-98.63832,29.405424
265,Heb Pharmacy 612,Pharmacy,,14414 Us Hwy 87 West,La Vernia,Wilson,14414 Us Hwy 87 West,78121,29.3575074939792,-98.1348286001639,0,0,0,0,500,(830) 779-3109,https://www.heb.com/heb-store/US/tx/la-vernia/la-vernia-h-e-b-612?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.134829,29.357507
266,Heb Pharmacy 611,Pharmacy,,598 E Hwy Us 290,Dripping Springs,Hays,598 E Hwy Us 290,78620,30.1915821070594,-98.0776044888627,0,0,0,0,600,(512) 858-0314,https://www.heb.com/heb-store/US/tx/dripping-springs/dripping-springs-h-e-b-611?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.077604,30.191582
267,Heb Pharmacy 610,Pharmacy,,2121 Fm 2920 Rd,Spring,Harris,2121 Fm 2920 Rd,77388,30.0702826978057,-95.4489248552031,0,0,0,0,500,(281) 907-7950,https://www.heb.com/heb-store/US/tx/spring/spring-market-h-e-b-610?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.448925,30.070283
268,Heb Pharmacy 599,Pharmacy,,5225 Buffalo Speedway,Houston,Harris,5225 Buffalo Speedway,77005,29.7269992940189,-95.4277663601943,0,0,0,0,700,(713) 664-3426,https://www.heb.com/heb-store/US/tx/houston/buffalo-market-h-e-b-on-buffalo-speedway-599?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.427766,29.726999
269,Heb Pharmacy 596,Pharmacy,,6711 South Fry Rd,Katy,Fort Bend,6711 South Fry Rd,77494,29.7144837396752,-95.7751482612338,0,0,0,0,900,(281) 392-1188,https://www.heb.com/heb-store/US/tx/katy/grand-parkway-h-e-b-plus!-596?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.775148,29.714484
270,Heb Pharmacy 595,Pharmacy,,2108 North Frazier,Conroe,Montgomery,2108 North Frazier,77301,30.3356159992216,-95.4652670377238,0,0,0,0,1300,(936) 756-1435,https://www.heb.com/heb-store/US/tx/conroe/conroe-h-e-b-595?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.465267,30.335616
271,Heb Pharmacy 594,Pharmacy,,10777 Kuykendahl Rd,Spring,Montgomery,10777 Kuykendahl Rd,77382,30.1787079871533,-95.5384630130317,0,0,0,0,700,(281) 292-8006,https://www.heb.com/heb-store/US/tx/the-woodlands/indian-springs-h-e-b-594?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-95.538463,30.178708
272,Heb Pharmacy 593,Pharmacy,,100 Carlos G Parker,Taylor,Williamson,100 Carlos G Parker,76574,30.602560001706,-97.4187780345878,0,0,0,0,600,(512) 352-2024,https://www.heb.com/heb-store/US/tx/taylor/taylor-h-e-b-593?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.418778,30.60256
273,Heb Pharmacy 592,Pharmacy,,651 N Us Hwy 183,Leander,Williamson,651 N Us Hwy 183,78641,30.5841890073308,-97.8576490366168,0,0,0,0,500,(512) 528-7777,https://www.heb.com/heb-store/US/tx/leander/leander-h-e-b-plus!-592?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.857649,30.584189
274,Heb Pharmacy 591,Pharmacy,,1700 E Palm Valley Blvd,Round Rock,Williamson,1700 E Palm Valley Blvd,78664,30.517697045821,-97.6580755029145,0,0,0,0,200,(512) 255-0617,https://www.heb.com/heb-store/US/tx/round-rock/round-rock-h-e-b-plus!-591?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.658076,30.517697
275,Heb Pharmacy 590,Pharmacy,,901 Trenton Rd,Mcallen,Hidalgo,901 Trenton Rd,78504,26.2679228122659,-98.2181640799242,0,0,0,0,800,(956) 618-1889,https://www.heb.com/heb-store/US/tx/mcallen/10th-and-trenton-h-e-b-590?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.218164,26.267923
276,Heb Pharmacy 589,Pharmacy,,4800 Highway 365,Port Arthur,Jefferson,4800 Highway 365,77642,29.9642671784217,-93.9759228723009,0,0,0,0,1000,(409) 722-4066,https://www.heb.com/heb-store/US/tx/port-arthur/mid-county-h-e-b-589?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-93.975923,29.964267
277,Heb Pharmacy 586,Pharmacy,,2314 S Zapata Hwy,Laredo,Webb,2314 S Zapata Hwy,78046,27.4765544535359,-99.4747438236854,0,0,0,0,600,(956) 795-0700,https://www.heb.com/heb-store/US/tx/laredo/zapata-highway-h-e-b-586?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-99.474744,27.476554
278,Heb Pharmacy 585,Pharmacy,,1520 Austin Hwy,San Antonio,Bexar,1520 Austin Hwy,78218,29.4945729428408,-98.4319270860551,0,0,0,0,200,(210) 828-5076,https://www.heb.com/heb-store/US/tx/san-antonio/austin-highway-h-e-b-585?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-98.431927,29.494573
279,Heb Pharmacy 584,Pharmacy,,306 N Mechanic St,El Campo,Wharton,306 N Mechanic St,77437,29.1980786664404,-96.2709468865164,0,0,0,0,1500,(979) 578-8609,https://www.heb.com/heb-store/US/tx/el-campo/el-campo-h-e-b-584?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-96.270947,29.198079
280,Heb Pharmacy 583,Pharmacy,,9100 Woodway Dr,Waco,McLennan,9100 Woodway Dr,76712,31.495884843867,-97.2222555974601,0,0,0,0,900,(254) 751-0912,https://www.heb.com/heb-store/US/tx/woodway/woodway-h-e-b-plus!-583?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.222256,31.495885
281,Heb Pharmacy 582,Pharmacy,,104 Hasler St,Bastrop,Bastrop,104 Hasler St,78602,30.1034725271647,-97.3250429599197,0,0,0,0,1500,(512) 321-1033,https://www.heb.com/heb-store/US/tx/bastrop/bastrop-h-e-b-plus!-582?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.325043,30.103473
282,Heb Pharmacy 581,Pharmacy,,2511 Trimmier Rd,Killeen,Bell,2511 Trimmier Rd,76542,31.0902718506244,-97.7340449661645,0,0,0,0,900,(254) 634-2370,https://www.heb.com/heb-store/US/tx/killeen/trimmier-h-e-b-plus--581?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.734045,31.090272
283,Heb Pharmacy 580,Pharmacy,,2800 E Whitestone,Cedar Park,Williamson,2800 E Whitestone,78613,30.5343335729717,-97.7833111946393,0,0,0,0,600,(512) 528-0150,https://www.heb.com/heb-store/US/tx/cedar-park/parmer-and-whitestone-h-e-b-580?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.783311,30.534334
284,Heb Pharmacy 579,Pharmacy,,9595 Six Pines Rd,Spring,Montgomery,9595 Six Pines Rd,77380,30.1643024620022,-95.4611961543145,0,0,0,0,700,(281) 292-3962,https://www.heb.com/heb-store/US/tx/the-woodlands/woodlands-market-h-e-b-579?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.461196,30.164302
285,Heb Pharmacy 577,Pharmacy,,10251 Kempwood Dr,Houston,Harris,10251 Kempwood Dr,77043,29.8227655653945,-95.5472125464805,0,0,0,0,700,(713) 996-0449,https://www.heb.com/heb-store/US/tx/houston/kempwood-and-gessner-h-e-b-577?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.547213,29.822766
286,Heb Pharmacy 576,Pharmacy,,7310 Louetta,Houston,Harris,7310 Louetta,77379,30.0222360016882,-95.5272289996628,0,0,0,0,900,(281) 251-0255,https://www.heb.com/heb-store/US/tx/spring/louetta-and-stuebner-h-e-b-576?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.527229,30.022236
287,Heb Pharmacy 574,Pharmacy,,28520 State Highway 249,Tomball,Harris,28520 State Highway 249,77375,30.0878227541745,-95.6356826490071,0,0,0,0,1700,(281) 351-1972,https://www.heb.com/heb-store/US/tx/tomball/tomball-h-e-b-574?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.635683,30.087823
288,Heb Pharmacy 571,Pharmacy,,200 E Griffin Pkwy,Mission,Hidalgo,200 E Griffin Pkwy,78572,26.229437387655,-98.3221213046099,0,0,0,0,1000,(956) 424-7920,https://www.heb.com/heb-store/US/tx/mission/conway-and-griffin-pkwy-571?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.322121,26.229437
289,Heb Pharmacy 570,Pharmacy,,210 W Del Mar Blvd,Laredo,Webb,210 W Del Mar Blvd,78041,27.567430742815,-99.4996766091789,0,0,0,0,500,(956) 712-3251,https://www.heb.com/heb-store/US/tx/laredo/35-and-del-mar-h-e-b-570?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-99.499677,27.567431
290,Heb Pharmacy 568,Pharmacy,,12018 Perrin Beitel Rd,San Antonio,Bexar,12018 Perrin Beitel Rd,78217,29.5496351316335,-98.4079668290948,0,0,0,0,200,(210) 655-9542,https://www.heb.com/heb-store/US/tx/san-antonio/nacogdoches-and-thousand-oaks-h-e-b-568?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.407967,29.549635
291,Heb Pharmacy 567,Pharmacy,,999 E Basse Rd,San Antonio,Bexar,999 E Basse Rd,78209,29.4967115435272,-98.4692089531892,0,0,0,0,200,(210) 822-0270,https://www.heb.com/heb-store/US/tx/san-antonio/lincoln-heights-market-h-e-b-567?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.469209,29.496712
292,Heb Pharmacy 566,Pharmacy,,24165 W Interstate 10 Ste 300,San Antonio,Bexar,24165 W Interstate 10 Ste 300,78257,29.6648982724091,-98.63173044184,0,0,0,0,200,(210) 687-1072,https://www.heb.com/heb-store/US/tx/san-antonio/leon-springs-h-e-b-566?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.63173,29.664898
293,Heb Pharmacy 564,Pharmacy,,130 Sawdust Rd,Spring,Montgomery,130 Sawdust Rd,77380,30.1267497009259,-95.4457084533971,0,0,0,0,600,(281) 292-0774,https://www.heb.com/heb-store/US/tx/spring/woodlands-1-h-e-b-564?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.445708,30.12675
294,Heb Pharmacy 563,Pharmacy,,19900 Southwest Frwy,Sugar Land,Fort Bend,19900 Southwest Frwy,77479,29.5648489983589,-95.6861539910017,0,0,0,0,700,(281) 239-2055,https://www.heb.com/heb-store/US/tx/sugar-land/riverpark-h-e-b-563?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.686154,29.564849
295,Heb Pharmacy 562,Pharmacy,,1409 Highway 35 N,Rockport,Aransas,1409 Highway 35 N,78382,28.0380829513897,-97.0425472215834,0,0,0,0,1500,(361) 729-0530,https://www.heb.com/heb-store/US/tx/rockport/rockport-h-e-b-562?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.042547,28.038083
296,Heb Pharmacy 561,Pharmacy,,407 S Adams St,Fredericksburg,Gillespie,407 S Adams St,78624,30.2709600516925,-98.8760481769573,0,0,0,0,1200,(830) 997-8809,https://www.heb.com/heb-store/US/tx/fredericksburg/fredericksburg-h-e-b-561?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.876048,30.27096
297,Heb Pharmacy 558,Pharmacy,,701 W Parkwood Ave,Friendswood,Galveston,701 W Parkwood Ave,77546,29.506259956167,-95.1916411496658,0,0,0,0,702,(281) 996-9971,https://www.heb.com/heb-store/US/tx/friendswood/friendswood-h-e-b-558?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.191641,29.50626
298,Heb Pharmacy 557,Pharmacy,,801 Ih 35 N,Waco,McLennan,801 Ih 35 N,76705,31.5868657561672,-97.1091410438302,0,0,0,0,1200,(254) 799-0219,https://www.heb.com/heb-store/US/tx/bellmead/35-and-84-h-e-b-plus!-557?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.109141,31.586866
299,Heb Pharmacy 556,Pharmacy,,2118 Fredericksburg Rd,San Antonio,Bexar,2118 Fredericksburg Rd,78201,29.4649233014627,-98.5263906319281,0,0,0,0,400,(210) 737-2040,https://www.heb.com/heb-store/US/tx/san-antonio/deco-district-h-e-b-556?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.526391,29.464923
300,Heb Pharmacy 555,Pharmacy,,910 Kitty Hawk Rd,Universal City,Bexar,910 Kitty Hawk Rd,78148,29.5478449666626,-98.3128769874164,0,0,0,0,200,(210) 945-2120,https://www.heb.com/heb-store/US/tx/universal-city/kitty-hawk-h-e-b-555?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.312877,29.547845
301,Heb Pharmacy 554,Pharmacy,,1505 E Rio Grande,Victoria,Victoria,1505 E Rio Grande,77901,28.8063430454609,-96.9886000719799,0,0,0,0,1000,(361) 572-8001,https://www.heb.com/heb-store/US/tx/victoria/59-and-lauren-h-e-b-554?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-96.9886,28.806343
302,Heb Pharmacy 553,Pharmacy,,4955 Highway 6 N,Houston,Harris,4955 Highway 6 N,77084,29.8505079885249,-95.6486420406255,0,0,0,0,900,(281) 859-9381,https://www.heb.com/heb-store/US/tx/houston/bear-creek-h-e-b-553?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-95.648642,29.850508
303,Heb Pharmacy 551,Pharmacy,,11815 Westheimer,Houston,Harris,11815 Westheimer,77077,29.7364004467315,-95.5873289218113,0,0,0,0,1100,(281) 497-8479,https://www.heb.com/heb-store/US/tx/houston/westheimer-and-kirkwood-h-e-b-551?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.587329,29.7364
304,Heb Pharmacy 544,Pharmacy,,725 E Villa Maria,Bryan,Brazos,725 E Villa Maria,77802,30.6440193255635,-96.3528378290834,0,0,0,0,700,(979) 822-1850,https://www.heb.com/heb-store/US/tx/bryan/bryan-3-h-e-b-544?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-96.352838,30.644019
305,Heb Pharmacy 543,Pharmacy,,1900 Texas Ave S,College Station,Brazos,1900 Texas Ave S,77840,30.6138660575325,-96.3175614999226,0,0,0,0,1300,(979) 693-1238,https://www.heb.com/heb-store/US/tx/college-station/college-station-h-e-b-543?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-96.317561,30.613866
306,Heb Pharmacy 541,Pharmacy,,10100 Beechnut,Houston,Harris,10100 Beechnut,77072,29.6897774933326,-95.55995798463,0,0,0,0,1300,(281) 564-5209,https://www.heb.com/heb-store/US/tx/houston/beechnut-h-e-b-541?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.559958,29.689777
307,Heb Pharmacy 540,Pharmacy,,3111 Woodridge Ste 500,Houston,Harris,3111 Woodridge Ste 500,77087,29.6987284107014,-95.2967873830744,0,0,0,0,1200,(713) 847-0071,https://www.heb.com/heb-store/US/tx/houston/gulfgate-h-e-b-540?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.296787,29.698728
308,Heb Pharmacy 498,Pharmacy,,7405 Fm 1960 E,Humble,Harris,7405 Fm 1960 E,77346,29.9983261868735,-95.1644160825979,0,0,0,0,700,(281) 812-4729,https://www.heb.com/heb-store/US/tx/humble/atascocita-h-e-b-498?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.164416,29.998326
309,Heb Pharmacy 497,Pharmacy,,1621 S Mason Rd,Katy,Harris,1621 S Mason Rd,77450,29.7568688447386,-95.7513760941806,0,0,0,0,200,(281) 599-0958,https://www.heb.com/heb-store/US/tx/katy/mason-rd-h-e-b-497?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.751376,29.756869
310,Heb Pharmacy 495,Pharmacy,,603 Louis Henna Blvd,Round Rock,Williamson,603 Louis Henna Blvd,78664,30.4824329542377,-97.6598643686899,0,0,0,0,200,(956) 424-7920,https://www.heb.com/heb-store/US/tx/mission/conway-and-griffin-pkwy-571?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.659864,30.482433
311,Heb Pharmacy 494,Pharmacy,,10660 Culebra Rd,San Antonio,Bexar,10660 Culebra Rd,78251,29.4910550161689,-98.7027199746588,0,0,0,0,200,(210) 684-1234,https://www.heb.com/heb-store/US/tx/san-antonio/culebra-and-1604-h-e-b-494?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.70272,29.491055
312,Heb Pharmacy 492,Pharmacy,,1550 Fry Rd,Houston,Harris,1550 Fry Rd,77084,29.7893099951508,-95.716745003926,0,0,0,0,1100,(281) 829-2565,https://www.heb.com/heb-store/US/tx/houston/fry-rd-and-i10-h-e-b-492?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.716745,29.78931
313,Heb Pharmacy 489,Pharmacy,,2250 Boca Chica Blvd,Brownsville,Cameron,2250 Boca Chica Blvd,78521,25.9193280087408,-97.4886439635831,0,0,0,0,900,(956) 541-0384,https://www.heb.com/heb-store/US/tx/brownsville/boca-chica-h-e-b-489?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.488644,25.919328
314,Heb Pharmacy 488,Pharmacy,,1600 Wildcat Dr,Portland,San Patricio,1600 Wildcat Dr,78374,27.8870900012027,-97.3190389188556,0,0,0,0,2200,(361) 643-1514,https://www.heb.com/heb-store/US/tx/portland/portland-h-e-b-488?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.319039,27.88709
315,Heb Pharmacy 487,Pharmacy,,4500 Fm 2338,Georgetown,Williamson,4500 Fm 2338,78628,30.6829143949648,-97.7178886000734,0,0,0,0,800,(512) 868-1273,https://www.heb.com/heb-store/US/tx/georgetown/williams-drive-h-e-b-487?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.717889,30.682914
316,Heb Pharmacy 485,Pharmacy,,310 N Westgate Dr,Weslaco,Hidalgo,310 N Westgate Dr,78596,26.1635677039748,-98.0067476242961,0,0,0,0,1100,(956) 447-5901,https://www.heb.com/heb-store/US/tx/weslaco/83-and-westgate-h-e-b-485?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-98.006748,26.163568
317,Heb Pharmacy 480,Pharmacy,,9900 Wurzbach Rd,San Antonio,Bexar,9900 Wurzbach Rd,78230,29.5324482068103,-98.5608300280573,0,0,0,0,200,(210) 696-1073,https://www.heb.com/heb-store/US/tx/san-antonio/i10-and-wurzbach-h-e-b-480?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.56083,29.532448
318,Heb Pharmacy 479,Pharmacy,,201 Fm 685,Pflugerville,Travis,201 Fm 685,78660,30.4386161362931,-97.6125562366154,0,0,0,0,500,(512) 251-9037,https://www.heb.com/heb-store/US/tx/pflugerville/pflugerville-h-e-b-479?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.612556,30.438616
319,Heb Pharmacy 477,Pharmacy,,15300 Ih 35 S,Buda,Hays,15300 Ih 35 S,78610,30.0873767999912,-97.8202350123184,0,0,0,0,600,(512) 312-0907,https://www.heb.com/heb-store/US/tx/buda/buda-h-e-b-477?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.820235,30.087377
320,Heb Pharmacy 476,Pharmacy,,500 Canyon Ridge Dr,Austin,Travis,500 Canyon Ridge Dr,78753,30.4052670162196,-97.6718899689949,0,0,0,0,200,(512) 973-8753,https://www.heb.com/heb-store/US/tx/austin/tech-ridge-h-e-b-476?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.67189,30.405267
321,Heb Pharmacy 475,Pharmacy,,1080 Highway 290 E,Elgin,Bastrop,1080 Highway 290 E,78621,30.3066210988216,-97.2997726805138,0,0,0,0,1300,(512) 285-4719,https://www.heb.com/heb-store/US/tx/elgin/elgin-h-e-b-475?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-97.299773,30.306621
322,Heb Pharmacy 474,Pharmacy,,4724 Highway 6,Missouri City,Fort Bend,4724 Highway 6,77459,29.5797461967818,-95.5818497555248,0,0,0,0,700,(281) 403-2172,https://www.heb.com/heb-store/US/tx/missouri-city/lake-colony-h-e-b-474?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,,03/26/2021      ,16:34:26        ,-95.58185,29.579746
323,Heb Pharmacy 473,Pharmacy,,6210 Fairmont Pkwy,Pasadena,Harris,6210 Fairmont Pkwy,77505,29.6496925501383,-95.1446981332939,0,0,0,0,1100,(281) 487-6170,https://www.heb.com/heb-store/US/tx/pasadena/pasadena-3-h-e-b-473?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-95.144698,29.649693
324,Heb Pharmacy 467,Pharmacy,,701 E Milam St,Mexia,Limestone,701 E Milam St,76667,31.6842401640882,-96.4787035884702,0,0,0,0,1000,(254) 562-5123,https://www.heb.com/heb-store/US/tx/mexia/mexia-h-e-b-467?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-96.478704,31.68424
325,Heb Pharmacy 466,Pharmacy,,108 N Rosillo St,San Antonio,Bexar,108 N Rosillo St,78207,29.4284755594229,-98.5255988773541,0,0,0,0,200,(210) 227-0211,https://www.heb.com/heb-store/US/tx/san-antonio/commerce-and-rosillo-h-e-b-466?utm_source=google&utm_medium=organic&utm_campaign=gmb_pharmacy,,03/26/2021      ,16:34:26        ,-98.525599,29.428476
